rank,station_uuid,name,brand,city,post_code,fuel,fuel_label,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,noon_price_eur_l,span_cents,first_markdown_hour_after_12,markdown_by_14_cents,markdown_by_16_cents,markdown_by_18_cents,markdown_by_22_cents,cycle_days
13661,005056ba-7cb6-1ed2-bceb-767394558d25,star Tankstelle,STAR,Krefeld,47803,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,5.0,9.0,11.0,1
13661,005056ba-7cb6-1ed2-bceb-8aa998c1cd33,star Tankstelle,STAR,Trittau,22946,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,8.0,9.0,10.0,1
13661,005056ba-7cb6-1ed2-bceb-9fdd1c31cd3d,star Tankstelle,STAR,Krefeld,47803,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,5.0,9.0,10.0,1
13661,005056ba-7cb6-1ed2-bceb-b1139ea28d45,star Tankstelle,STAR,Krefeld,47800,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,5.0,9.0,11.0,1
13661,005056ba-7cb6-1ee5-a980-090160c05099,star Tankstelle,STAR,Berlin,13595,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,4.0,9.0,10.0,1
13661,39a78ff5-d58a-4ee1-b89b-c7e5ffb5a34b,Elan Herford,ELAN,Herford,32052,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,6.0,9.0,9.0,1
13661,51d4b5a5-a095-1aa0-e100-80009459e03a,JET HENSTEDT-ULZBURG HAMBURGER STR. 48,JET,HENSTEDT-ULZBURG,24558,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,9.0,9.0,9.0,1
13661,51d4b5e1-a095-1aa0-e100-80009459e03a,JET HILDESHEIM REX-BRAUNS-STR. 2,JET,HILDESHEIM,31139,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,4.0,9.0,9.0,1
13661,59d037f4-80f7-4ff1-8a77-6c690585f659,Access Berlin,Access,Berlin,14052,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,5.0,9.0,10.0,1
13661,b468a4fc-0e5a-49f8-a5a0-f5c919615725,Tankcenter Muelheim,Tankcenter,Muelheim,45470,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,4.0,9.0,10.0,1
13661,c7b7afda-e042-44a9-bd6e-33d708e7ab31,OIL! tank &amp; go Automatentankstelle Steinbach-Hallenberg,OIL! (Automatenstation),Steinbach-Hallenberg,98587,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,5.0,9.0,11.0,1
13661,dc644e01-70fd-49d1-8229-4a07565144cd,T Schwerin,T,Schwerin,19061,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,2.0,9.0,9.0,1
13661,df1fe600-0db0-4a57-880e-6a0efb6e7823,Markenfreie TS Offenburg,Markenfreie TS,Offenburg,77654,e10,E10,54.663,66.982,61.535,35.472,2.159,11.0,3.0,0.0,3.0,9.0,9.0,1
13676,283603e1-c280-4926-aefc-2772a19dc661,ENI,AGIP ENI,Merseburg,06217,e5,E5,54.655,2.845,89.879,71.241,2.269,7.0,1.0,4.0,6.0,10.0,10.0,1
13676,4ee732f2-8cb0-44b1-859f-6d3215a7e8e9,BURGKUNSTADT - IN DER AU,AGIP ENI,Burgkunstadt,96224,e5,E5,54.655,2.845,89.879,71.241,2.269,7.0,1.0,6.0,10.0,10.0,10.0,1
13676,5aac9257-98b2-45d2-8ef0-217fd7c20d1e,ROEDENTAL - OESLAUER STRASSE 13,AGIP ENI,Roedental,96472,e5,E5,54.655,2.845,89.879,71.241,2.269,7.0,1.0,5.0,5.0,10.0,10.0,1
13676,bbd1f76b-f87f-4dd4-8d5e-d00b0cc0f262,ENI,AGIP ENI,Colditz,04680,e5,E5,54.655,2.845,89.879,71.241,2.269,7.0,1.0,3.0,10.0,10.0,10.0,1
13680,7566b131-b174-4f1f-ac95-b961282a8ff6,Tankstelle Rotenburg,Roth- Energie,Rotenburg a. d. Fulda,36199,diesel,Diesel,54.651,66.426,91.696,5.831,2.249,7.0,5.0,0.0,0.0,3.0,3.0,1
13681,01874ef0-edca-4c6c-bd97-48904980113c,TotalEnergies Dresden,TotalEnergies,Dresden,01187,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,3.0,5.0,12.0,12.0,1
13681,0603c159-46dc-453a-baeb-bf91f14dc3d1,TotalEnergies Freital,TotalEnergies,Freital,01705,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,3.0,4.0,12.0,12.0,1
13681,1ac97bbd-67c4-4281-886c-25b18b71a161,TotalEnergies Zella-Mehlis,TotalEnergies,Zella-Mehlis,98544,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,5.0,9.0,12.0,12.0,1
13681,218ef706-19c9-4b5e-ae27-211d3f3fedeb,TotalEnergies Delitzsch,TotalEnergies,Delitzsch,04509,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,2.0,9.0,12.0,12.0,1
13681,284297a3-c05b-41e8-84a1-8513a1869644,TotalEnergies Dresden,TotalEnergies,Dresden,01277,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,3.0,3.0,12.0,12.0,1
13681,7dddd7b1-387a-488f-9df1-b6909e3367fc,TotalEnergies Eilenburg,TotalEnergies,Eilenburg,04838,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,3.0,12.0,12.0,12.0,1
13681,917cb95a-2a23-4648-9df8-65ff751ddde6,TotalEnergies Neupetershain,TotalEnergies,Neupetershain,03103,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,11.0,11.0,12.0,12.0,1
13681,a8a5805e-f6fc-4444-baf1-1e3b81b9e1f3,TotalEnergies Oberhof,TotalEnergies,Oberhof,98559,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,5.0,9.0,12.0,12.0,1
13681,c33fde8d-19f1-4671-bcc7-6e2f27c421c2,TotalEnergies Wilsdruff,TotalEnergies,Wilsdruff,01723,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,3.0,5.0,12.0,12.0,1
13681,f77a7cd8-a2a1-4386-8e3b-504124a1387f,TotalEnergies Dresden,TotalEnergies,Dresden,01169,diesel,Diesel,54.644,32.757,75.642,55.532,2.279,11.0,2.0,3.0,5.0,12.0,12.0,1
13691,0c047f75-6b36-478d-a5f3-b0f528097bd6,Michael Bien,Markant,Bochum,44869,diesel,Diesel,54.642,44.29,57.932,61.704,2.269,13.0,1.0,6.0,8.0,9.0,14.0,1
13692,005056ba-7cb6-1ed2-bceb-9e88dabb0d3d,star Tankstelle,STAR,Osterode,37520,e5,E5,54.639,65.058,89.879,8.98,2.219,7.0,5.0,0.0,0.0,5.0,6.0,1
13692,633b7496-3c43-435d-998a-4787fb6264ae,Elan Greiz,ELAN,Greiz,07973,e5,E5,54.639,65.058,89.879,8.98,2.219,7.0,5.0,0.0,0.0,5.0,7.0,1
13694,4c63de78-2633-4a59-b685-3e134439c42e,Freie Tankstelle Allrad,Unbekannt,Olpe,57462,e5,E5,54.636,14.276,86.178,63.453,2.249,8.0,1.0,6.0,7.0,8.0,10.0,1
13694,5dc60207-769e-442b-adc0-997a91b1afc9,Autoschmiede Michel GmbH,Westfalen,Edertal,34549,e5,E5,54.636,14.276,86.178,63.453,2.249,8.0,1.0,5.0,7.0,8.0,9.0,1
13696,16151003-fc3b-4b9b-9e2d-cdbef9f1de4d,Autotechnik Mittler,Unbekannt,Morsbach,51597,diesel,Diesel,54.633,66.426,91.696,5.776,2.249,7.0,6.0,0.0,0.0,4.0,4.0,1
13696,c219fa8d-145b-4ebd-978a-603fa6cd355e,AVIA Kirchheim,AVIA,Kirchheim,73230,diesel,Diesel,54.633,44.29,51.262,68.348,2.269,14.0,2.0,10.0,13.0,16.0,16.0,1
13696,02a81ec0-c42c-4509-a050-131b74634dd7,Esso Tankstelle,ESSO,HANN. MUENDEN,34346,e5,E5,54.633,14.276,78.383,71.241,2.249,9.0,1.0,10.0,10.0,10.0,10.0,1
13699,2ae5b659-890e-4ef9-84b1-0b575b616d78,Tankstelle & Waschanlage Karsten Kobylka,Unbekannt,Borken,34582,e5,E5,54.631,65.058,96.554,2.28,2.219,4.0,22.0,0.0,0.0,0.0,0.0,1
13700,4661d947-6e6d-40cf-8ce3-ef79ea291be6,Shell Biberach Leipzigstr. 32,Shell,Biberach,88400,e5,E5,54.626,28.824,95.331,39.723,2.239,5.0,3.0,0.0,9.0,10.0,11.0,1
13701,51d4b690-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle RIESA RIESAPARK 3,Supermarkt-Tankstelle,RIESA,01587,e5,E5,54.621,74.929,86.178,2.757,2.209,8.0,7.0,0.0,0.0,0.0,2.0,1
13702,51d4b441-a095-1aa0-e100-80009459e03a,JET MUELHEIM AKTIENSTR. 81,JET,MUELHEIM,45473,e10,E10,54.616,83.156,61.535,19.157,2.139,11.0,4.0,0.0,4.0,8.0,8.0,1
13703,e169cd17-b482-4008-8727-03c71f353536,Thorsten Sonntag,Markant,Lippstadt,59555,diesel,Diesel,54.615,44.29,31.91,87.645,2.269,15.0,1.0,8.0,13.0,18.0,18.0,1
13703,e705ef30-f547-4dd3-80dd-f22f40853ffc,Alexandra Dittrich,T (Supermarkt TS),Herford,32051,diesel,Diesel,54.615,44.29,31.91,87.645,2.269,15.0,1.0,8.0,13.0,18.0,18.0,1
13705,0031bd2e-b10c-4981-b65d-a1b56e2583dc,Tankstelle Gebr. Decker,Unbekannt,Wiesmoor,26639,diesel,Diesel,54.613,32.757,69.378,61.704,2.279,12.0,1.0,9.0,9.0,9.0,9.0,1
13705,14eb4d5f-1916-4ea4-a1ad-6b8209c7e62d,team Tankautomat Raisdorf,team,Schwentinental,24223,diesel,Diesel,54.613,32.757,69.378,61.704,2.279,12.0,1.0,2.0,7.0,9.0,10.0,1
13705,764e55af-3d85-40a5-b1b7-8e4b420529cc,Raiffeisen Energie Nord GmbH,Raiffeisen,Breitenfelde,23881,diesel,Diesel,54.613,32.757,69.378,61.704,2.279,12.0,1.0,9.0,9.0,9.0,13.0,1
13705,7d7d5715-5f23-47cf-a56d-7ff79f84e6e6,Raiffeisen Energie Nord GmbH,Raiffeisen,Mölln,23879,diesel,Diesel,54.613,32.757,69.378,61.704,2.279,12.0,1.0,9.0,9.0,9.0,13.0,1
13705,db7fc364-1ea9-4897-8707-f1c2a1c27a14,Raiffeisen Energie Nord GmbH,Raiffeisen,Ratzeburg,23909,diesel,Diesel,54.613,32.757,69.378,61.704,2.279,12.0,1.0,5.0,9.0,9.0,13.0,1
13705,f059c970-6882-45ed-97c0-eb544f70b02c,bft-willer Station 175,bft-willer,Langenhorn,25842,diesel,Diesel,54.613,32.757,69.378,61.704,2.279,12.0,1.0,4.0,6.0,9.0,13.0,1
13711,98964683-dc7d-4329-857c-898db8bdcbd0,Freie Tankstelle,Tankstelle,Kaarst,41564,e5,E5,54.612,57.981,18.837,87.018,2.224,14.0,1.0,3.0,9.0,15.0,16.0,1
13712,852fdfcf-5345-4e92-8f94-92424b3f9f68,bft Tankstelle,bft,Bastorf,18230,e5,E5,54.609,90.095,2.49,71.241,2.179,17.0,1.0,4.0,8.0,10.0,13.0,1
13712,9b54a74b-96e8-4c47-b2c8-9d32cb8044d5,team Tankstelle Stade,team,Stade,21680,diesel,Diesel,54.609,75.75,0.432,87.645,2.239,24.0,1.0,9.0,14.0,18.0,22.0,1
13714,0035a1fa-0867-4959-9e77-06d8ed95ef46,CLASSIC Hagenburg(CLASSIC),CLASSIC,Hagenburg,31558,e10,E10,54.608,76.243,82.093,5.488,2.149,9.0,5.0,0.0,0.0,2.0,4.0,1
13714,8d7b7eed-3c66-4c52-3471-2478eef21ed3,CLASSIC-Tankstelle Warmsen/Bohnhorst (CLASSIC),CLASSIC,Warmsen/Bohnhorst,31606,e10,E10,54.608,76.243,82.093,5.488,2.149,9.0,5.0,0.0,0.0,2.0,4.0,1
13716,51d4b610-a095-1aa0-e100-80009459e03a,JET DORTMUND PROVINZIALSTR. 229,JET,DORTMUND,44388,e10,E10,54.606,83.156,32.78,47.881,2.139,13.0,2.0,1.0,4.0,8.0,11.0,1
13716,51df69e4-03e1-0f50-e100-80009459e038,JET FORCHHEIM BAMBERGER STR. 81,JET,FORCHHEIM,91301,e10,E10,54.606,83.156,32.78,47.881,2.139,13.0,2.0,1.0,4.0,8.0,13.0,1
13716,bbb77cb6-3c3d-45c3-83f6-0fa6ca6159f4,Raiffeisen Handels- und Vermittlungsgesellschaft mbH Tankstelle Rottbitze,Raiffeisen,Bad Honnef,53604,e10,E10,54.606,83.156,32.78,47.881,2.139,13.0,2.0,1.0,8.0,8.0,8.0,1
13716,e1a15081-258d-9107-e040-0b0a3dfe563c,"Bochum, Zollstr. 233",HEM,Bochum,44869,e10,E10,54.606,83.156,32.78,47.881,2.139,13.0,2.0,1.0,5.0,8.0,8.0,1
13716,2c6af758-66af-11ee-a940-005056a27fa7,CLASSIC Wilnsdorf,CLASSIC,Wilnsdorf,57234,diesel,Diesel,54.606,66.426,69.378,28.013,2.249,12.0,3.0,0.0,9.0,9.0,9.0,1
13716,a2b0055c-50f1-4f98-bdaf-e3db858285d7,Raiffeisen-Warengenossenschaft Kalbe eG,Raiffeisen,Kalbe,39624,diesel,Diesel,54.606,66.426,69.378,28.013,2.249,12.0,3.0,0.0,2.0,9.0,11.0,1
13716,be23ddf6-6249-4351-8c17-9996961f4ff0,AVIA Tankstelle,AVIA,Lalendorf,18279,diesel,Diesel,54.606,66.426,69.378,28.013,2.249,12.0,3.0,0.0,5.0,9.0,10.0,1
13716,e1a15081-2611-9107-e040-0b0a3dfe563c,"Eisenach, Kasseler Str. 55",HEM,Eisenach,99817,diesel,Diesel,54.606,66.426,69.378,28.013,2.249,12.0,3.0,0.0,6.0,9.0,9.0,1
13724,005056ba-7cb6-1ed2-bceb-ac4ded3b4d43,star Tankstelle,STAR,Neumünster,24539,e10,E10,54.604,66.982,72.983,23.847,2.159,10.0,3.0,0.0,3.0,5.0,9.0,1
13724,cdb5e44c-6766-4e8e-b409-f47a8031a43f,Landwirtschaftlicher Ein- und Verkauf Ostholstein eG,Raiffeisen,Fehmarn,23769,e10,E10,54.604,66.982,72.983,23.847,2.159,10.0,3.0,0.0,3.0,5.0,7.0,1
13724,ee517da4-3443-4501-b8c7-634961285200,Minol Wesenberg,MINOL,Wesenberg,17255,e10,E10,54.604,66.982,72.983,23.847,2.159,10.0,3.0,0.0,2.0,5.0,8.0,1
13727,01fb89c6-521b-45ef-8ce2-7dc38568bfa5,Aral Tankstelle,ARAL,Niestetal,34266,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,0d7981e3-7fa2-454f-87e5-d064d6fa934c,Aral Tankstelle,ARAL,Baunatal,34225,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,2.0,5.0,5.0,1
13727,3b4e3503-21ac-4cd2-8afb-84ea5524cea6,Aral Tankstelle,ARAL,Kassel,34127,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,3f5bcbd0-6023-4987-965b-897a7953c66c,Aral Tankstelle,ARAL,Lohfelden,34253,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,543fa7b5-0da0-46b6-97ca-3d89aec6dde9,Aral Tankstelle,ARAL,Kassel,34121,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,5840cc10-c161-4da8-8ed6-34d8a8a5a786,Aral Tankstelle,ARAL,Lathen,49762,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,65668300-e216-46cc-97d6-e9774bdacb47,Aral Tankstelle,ARAL,Kassel,34134,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,6609e566-8cde-417e-ae2e-90ed0975b87e,Aral Tankstelle,ARAL,Gudensberg,34281,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,3.0,5.0,5.0,1
13727,c7a7ca44-cea7-4983-a0c2-fd2deb7a88c7,Aral Tankstelle,ARAL,Kaufungen,34260,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,ce780245-3e31-458f-b8dc-aa87bf67a166,Aral Tankstelle,ARAL,Netphen,57250,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,7.0,1
13727,ceccdeb8-bcbd-4e8d-9398-f0cf7eb936c3,Aral Tankstelle,ARAL,Kassel,34121,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13727,eab538d2-4a3c-44ea-883a-01ca9f65c0e6,Aral Tankstelle,ARAL,Kassel,34125,e10,E10,54.592,49.818,90.112,23.847,2.169,7.0,3.0,0.0,5.0,5.0,5.0,1
13739,29e0a91b-f197-42bd-9232-d1d99506aac4,Tank-Center Leppert,bft,Kappelrodeck,77876,e5,E5,54.58,65.058,10.558,88.123,2.219,15.0,1.0,7.0,16.0,16.0,16.0,1
13739,80204d8d-0d7b-4e55-aa82-446fa20b0292,"Eberhardt, Durmersheimer Straße, Elchesheim-Illingen",Eberhardt,Elchesheim-Illingen,76477,e5,E5,54.58,65.058,10.558,88.123,2.219,15.0,1.0,3.0,14.0,16.0,16.0,1
13739,c7459b3a-d808-42f7-ba3a-d38a8d5ae2f7,Andreas Thom,Markant,Gelsenkirchen,45897,e5,E5,54.58,65.058,10.558,88.123,2.219,15.0,1.0,3.0,9.0,16.0,17.0,1
13742,c392ed53-698c-464c-890f-13b55efd1ce4,Raiffeisen Westfalen Mitte eG,Raiffeisen,Büren,33142,e10,E10,54.579,88.828,61.535,13.375,2.129,11.0,4.0,0.0,6.0,6.0,7.0,1
13743,0ca1d02e-9ad1-47a4-fcb6-cfea288fa593,Jever I,SCORE,Jever,26441,e10,E10,54.578,6.338,97.363,60.034,2.199,3.0,1.0,7.0,7.0,7.0,7.0,1
13743,2271f1b7-c5a0-49ca-4488-a426b8aa0bf4,Carolinensiel,SCORE,Carolinensiel,26409,e10,E10,54.578,6.338,97.363,60.034,2.199,3.0,1.0,7.0,7.0,7.0,7.0,1
13743,49164e7b-24bc-424d-7122-eed448b4b80c,Jever II,SCORE,Jever,26441,e10,E10,54.578,6.338,97.363,60.034,2.199,3.0,1.0,7.0,7.0,7.0,7.0,1
13743,5a92a060-5ddc-482c-643f-2a5920315749,Wittmund I,SCORE,Wittmund,26409,e10,E10,54.578,6.338,97.363,60.034,2.199,3.0,1.0,7.0,7.0,7.0,7.0,1
13743,c8f74ea6-bea9-4a92-bff9-5a7a5d388201,Horumersiel,SCORE,Horumersiel,26434,e10,E10,54.578,6.338,97.363,60.034,2.199,3.0,1.0,7.0,7.0,7.0,7.0,1
13748,3a7013d0-6566-4c9d-ab0a-3536a80d9828,ENI,ENI,Schönberg-Eberhardsreuth,94513,e5,E5,54.576,74.929,18.837,69.963,2.209,14.0,2.0,3.0,11.0,14.0,14.0,1
13748,3e36fc01-6943-4caf-9839-16791f2f7f94,ENI,ENI,Schaufling,94571,e5,E5,54.576,74.929,18.837,69.963,2.209,14.0,2.0,3.0,11.0,14.0,14.0,1
13748,9de8b5ad-a7ef-466d-b412-4a694e1cbcff,Tankstelle Schniedermann,Frei,Schloß Holte-Stukenbrock,33758,e5,E5,54.576,74.929,18.837,69.963,2.209,14.0,2.0,2.0,12.0,14.0,14.0,1
13748,f4919420-a26b-4ddb-9fbb-62a4bda8e6b2,SB Tankstelle Schwäbisch-Gmünd,SB Tankstelle,Schwäbisch-Gmünd,73527,e5,E5,54.576,74.929,18.837,69.963,2.209,14.0,2.0,3.0,11.0,14.0,15.0,1
13752,62710af1-ee43-4575-a52d-473b122c454b,Tankstelle Möttingen,SEEL Mineralöle,Möttingen,86753,diesel,Diesel,54.574,1.37,75.642,86.711,2.329,11.0,1.0,11.0,12.0,17.0,17.0,1
13753,774d11ed-59b2-4539-8590-09cf81a785f4,Calpam Tankstelle,Calpam,Netzschkau,08491,diesel,Diesel,54.568,32.757,75.642,55.304,2.279,11.0,1.0,4.0,6.0,6.0,10.0,1
13754,1dc7d02f-4da8-4893-b2f1-c43dfc80ec04,Alpin Oil,Unbekannt,Waakirchen,83666,diesel,Diesel,54.565,75.75,86.461,1.484,2.239,9.0,,0.0,0.0,0.0,0.0,1
13755,005056ba-7cb6-1ed2-bceb-c4e92d668d53,star Tankstelle,STAR,Ilmenau,98693,diesel,Diesel,54.561,66.426,75.642,21.614,2.249,11.0,3.0,0.0,4.0,6.0,7.0,1
13755,d27a7d15-3fc1-4880-88bd-e981ff6ed5f9,OIL! Tankstelle Düsseldorf,OIL!,Düsseldorf,40547,diesel,Diesel,54.561,32.757,51.262,79.665,2.279,14.0,1.0,5.0,10.0,14.0,14.0,1
13757,51d4b690-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle RIESA RIESAPARK 3,Supermarkt-Tankstelle,RIESA,01587,diesel,Diesel,54.559,66.426,94.463,2.789,2.249,6.0,7.0,0.0,0.0,0.0,5.0,1
13758,486f52e6-3435-4e4b-949c-cac1e8dc4aae,Classic Tankstelle,CLASSIC,Celle,29229,e10,E10,54.548,76.243,42.706,44.695,2.149,12.0,2.0,2.0,4.0,7.0,11.0,1
13759,ee61d37f-bb8c-47ac-ba3c-f2ef11dd5059,AVIA XPress,AVIA XPress,Bützow,18246,e5,E5,54.543,81.829,10.558,71.241,2.199,15.0,1.0,3.0,7.0,10.0,12.0,1
13760,155184de-a43f-4858-b79e-bc1710ec2354,ZG Raiffeisen Tankstelle und Waschanlage,ZG Raiffeisen Energie,Königsbach-Stein,75203,diesel,Diesel,54.537,93.689,57.932,11.991,2.169,13.0,4.0,0.0,2.0,7.0,9.0,1
13761,005056ba-7cb6-1ed2-bceb-88651ca7cd30,star Tankstelle,STAR,Hürth,50354,diesel,Diesel,54.535,66.426,10.469,86.711,2.249,17.0,1.0,11.0,15.0,17.0,18.0,1
13761,005056ba-7cb6-1ed6-8fd9-35aeab0c41f6,star Tankstelle,STAR,Montabaur,56410,diesel,Diesel,54.535,66.426,10.469,86.711,2.249,17.0,1.0,3.0,13.0,17.0,17.0,1
13761,8bbc7918-ca38-4356-877c-024e210e45c2,Tankstelle Dietrich,SB Tanken 24H,Tengen,78250,diesel,Diesel,54.535,66.426,10.469,86.711,2.249,17.0,1.0,9.0,14.0,17.0,17.0,1
13761,2a14f3d9-805f-4b28-acf8-a7d47aeffbb4,Minol Heidenau,MINOL,Heidenau,01809,e5,E5,54.535,65.058,92.304,6.244,2.219,6.0,5.0,0.0,0.0,3.0,4.0,1
13765,1474bdb6-e1b0-4ec1-b837-9326e4411742,Raisa eG,Raiffeisen,Bremervörde,27432,diesel,Diesel,54.533,81.43,75.642,6.528,2.229,11.0,5.0,0.0,0.0,4.0,10.0,1
13765,26927052-134a-4c85-9df7-3a044613e548,Raisa eG,Raiffeisen,Alfstedt,27432,diesel,Diesel,54.533,81.43,75.642,6.528,2.229,11.0,5.0,0.0,0.0,4.0,10.0,1
13765,a6cdb4e1-c4ee-4cd8-9841-1125bf0acb41,Raisa eG,Raiffeisen,Bremervörde,27432,diesel,Diesel,54.533,81.43,75.642,6.528,2.229,11.0,5.0,0.0,0.0,4.0,10.0,1
13768,e4c82bf7-38fb-4b16-5723-2671233c7b05,ARNS TANKSTATION BEVERGER,Arns Tankstation Beverger,Hörstel,48477,diesel,Diesel,54.532,66.426,94.463,2.706,2.249,6.0,9.0,0.0,0.0,0.0,6.0,1
13769,005056ba-7cb6-1ed2-bceb-97d3e2bc8d3b,star Tankstelle,STAR,Celle,29227,e5,E5,54.53,65.058,72.43,26.103,2.219,10.0,3.0,0.0,3.0,6.0,10.0,1
13769,20ecd982-d655-4d38-b267-b4b4efb3d6e6,T Arnstadt,T,Arnstadt,99310,e5,E5,54.53,65.058,72.43,26.103,2.219,10.0,3.0,0.0,2.0,6.0,8.0,1
13769,62515d91-8d33-495b-ae01-3f4e9341ee95,EMDI GmbH,NORDOEL,Hamburg,21107,e5,E5,54.53,65.058,72.43,26.103,2.219,10.0,3.0,0.0,4.0,6.0,7.0,1
13769,918f23f3-a583-403e-b6c7-206b0d1e4911,Access Bremerhaven,Access,Bremerhaven,27574,e5,E5,54.53,65.058,72.43,26.103,2.219,10.0,3.0,0.0,2.0,6.0,8.0,1
13769,bb68f528-e653-4a37-92ee-f55fecf90aa2,Fricke,AVIA,Brakel,33034,e5,E5,54.53,65.058,72.43,26.103,2.219,10.0,3.0,0.0,4.0,6.0,8.0,1
13769,df27cf7b-0119-43e9-acd5-c284f212cd15,AVIA Tankstelle,AVIA,Visbek,49429,e10,E10,54.53,2.149,86.472,74.97,2.219,8.0,1.0,6.0,11.0,11.0,11.0,1
13775,7ae497c0-e077-46d3-84fa-26db1434e48d,"Chemnitz, Blankenburgstraße",HEM,Chemnitz,09114,diesel,Diesel,54.529,81.43,6.069,76.088,2.229,18.0,1.0,3.0,10.0,13.0,18.0,1
13775,e1a15081-2609-9107-e040-0b0a3dfe563c,"Chemnitz, Dresdner Str. 119",HEM,Chemnitz,09131,diesel,Diesel,54.529,81.43,6.069,76.088,2.229,18.0,1.0,2.0,9.0,13.0,18.0,1
13775,15f3d141-a0b4-45e1-a39b-dfcdc29f2601,bft-Tankstelle,BFT Krüger Hodenhagen,Hodenhagen,29693,e5,E5,54.529,74.929,86.178,2.48,2.209,8.0,20.0,0.0,0.0,0.0,0.0,1
13775,98936a3d-ae75-4add-a173-6b6938f198f3,Riesa,Hoyer Energy Direct,Riesa,01587,e5,E5,54.529,74.929,86.178,2.48,2.209,8.0,20.0,0.0,0.0,0.0,0.0,1
13779,55f7d967-0e50-4b7a-bdd0-4db6a2a8e0b9,Esso Tankstelle,ESSO,TABARZ,99891,e5,E5,54.526,14.276,91.682,57.62,2.249,7.0,1.0,6.0,6.0,6.0,6.0,1
13779,e6e6882d-e3b6-42ae-b343-7662ad27ff62,Esso Tankstelle,ESSO,FRIEDRICHRODA,99894,e5,E5,54.526,14.276,91.682,57.62,2.249,7.0,1.0,6.0,6.0,6.0,6.0,1
13781,08526558-983d-4260-952f-3a31a9f4f528,Tankstelle am Stadtpark,Tankstelle,Rüsselsheim,65428,e5,E5,54.524,28.824,49.52,85.229,2.239,12.0,1.0,2.0,8.0,14.0,14.0,1
13781,24a97844-50e8-4927-99a1-c561e6604637,Raiffeisen Energie Nord GmbH,Raiffeisen,Nusse,23896,e5,E5,54.524,28.824,49.52,85.229,2.239,12.0,1.0,7.0,11.0,14.0,15.0,1
13781,40a168c2-02ae-45e6-a140-e6300431b2de,Misburg,Jantzon Tankstelle,Hannover-Misburg,30629,e5,E5,54.524,28.824,49.52,85.229,2.239,12.0,1.0,5.0,10.0,14.0,15.0,1
13781,60cdf1b5-f227-4c38-bf7f-594ca08d2711,Tankcenter Leteln,Jantzon Tankstelle,Minden-Leteln,32423,e5,E5,54.524,28.824,49.52,85.229,2.239,12.0,1.0,5.0,13.0,14.0,15.0,1
13785,2a2c2784-2488-4a24-b7f1-6254b9496b99,TotalEnergies Halle,TotalEnergies,Halle,06132,e5,E5,54.523,47.441,72.43,43.697,2.229,10.0,3.0,0.0,5.0,11.0,11.0,1
