rank,station_uuid,name,brand,city,post_code,fuel,fuel_label,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,noon_price_eur_l,span_cents,first_markdown_hour_after_12,markdown_by_14_cents,markdown_by_16_cents,markdown_by_18_cents,markdown_by_22_cents,cycle_days
9555,0f20f3c7-4ee0-4a9a-7d36-39d309a6ca94,Heinrich Albers OHG,Heinrich Albers OHG,Apen-Augustfehn,26689,e10,E10,60.214,66.982,42.706,70.953,2.159,12.0,1.0,7.0,8.0,10.0,10.0,1
9555,5876b495-6dcb-478b-9293-1c9e5848ca0f,Heinrich Albers OHG,Heinrich Albers OHG,Wardenburg,26203,e10,E10,60.214,66.982,42.706,70.953,2.159,12.0,1.0,2.0,9.0,10.0,11.0,1
9555,e1a15081-251c-9107-e040-0b0a3dfe563c,"Grammetal OT Nohra, Steinbrüchenstr",HEM,Grammetal OT Nohra,99428,e10,E10,60.214,66.982,42.706,70.953,2.159,12.0,1.0,5.0,8.0,10.0,10.0,1
9555,e88898b1-2148-4935-970a-f2788031fbc1,OIL! tank &amp; go Automatentankstelle Duisburg,OIL! (Automatenstation),Duisburg,47051,e10,E10,60.214,66.982,42.706,70.953,2.159,12.0,1.0,3.0,5.0,10.0,12.0,1
9555,6d11f678-36cb-44a0-9776-a9c3e84dca1d,"bft-Tankstelle Förster, Schlüchtern",bft,Schlüchtern,36381,e10,E10,60.214,30.497,90.112,60.034,2.179,7.0,1.0,3.0,3.0,7.0,7.0,1
9567,00061333-0001-4444-8888-acdc00000001,Firma Eberler,Unbekannt,Hilpoltstein,91161,e5,E5,60.208,92.166,86.178,2.28,2.169,8.0,22.0,0.0,0.0,0.0,0.0,1
9568,72f471f4-d53a-42fe-34e7-62ba307857f0,Happy-Tank-Shop,KÖHN & PLAMBECK,Oldenburg,26135,e5,E5,60.206,96.031,32.594,51.992,2.129,13.0,2.0,1.0,8.0,9.0,10.0,1
9569,005056ba-7cb6-1ed2-bceb-7c4d1b36ed27,star Tankstelle,STAR,Bad Sachsa,37441,diesel,Diesel,60.2,66.426,69.378,44.796,2.249,12.0,2.0,4.0,7.0,9.0,12.0,1
9569,005056ba-7cb6-1ed2-bceb-947b2a024d38,star Tankstelle,STAR,Bad Lauterberg,37431,diesel,Diesel,60.2,66.426,69.378,44.796,2.249,12.0,2.0,4.0,7.0,9.0,11.0,1
9569,005056ba-7cb6-1ed2-bceb-a9c931af0d43,star Tankstelle,STAR,Uelzen,29525,diesel,Diesel,60.2,66.426,69.378,44.796,2.249,12.0,2.0,4.0,4.0,9.0,11.0,1
9572,0b081cce-145b-4d15-a28f-3828dd726228,AVIA Tankstelle,AVIA,Lauterbach,36341,e5,E5,60.198,90.095,42.313,48.187,2.179,12.0,2.0,2.0,5.0,8.0,11.0,1
9572,f395620d-d62d-43f8-9ae5-4a9265533f52,AVIA XPress,AVIA XPress,Wanfried,37281,e5,E5,60.198,90.095,42.313,48.187,2.179,12.0,2.0,2.0,4.0,8.0,8.0,1
9572,a67f69d2-5368-4a1c-90bc-39cb13b8e573,Sprint Löbejün Plötzer Chaussee,Sprint,Löbejün,06193,e10,E10,60.198,76.243,82.093,22.257,2.149,9.0,3.0,0.0,3.0,4.0,6.0,1
9575,96ed3144-b4ab-4afe-b7d9-33a2c74ad754,Dirk Röpcke,NORDOEL,Itzehoe,25524,e10,E10,60.193,83.156,90.112,7.312,2.139,7.0,5.0,0.0,0.0,4.0,5.0,1
9576,67d8a2fc-9da5-11ef-8aa0-005056a27fa7,CLASSIC Bielefeld(CLASSIC),CLASSIC,Bielefeld,33609,e5,E5,60.187,87.345,49.52,43.697,2.189,12.0,3.0,0.0,5.0,11.0,11.0,1
9576,8b230dd2-0ac7-4ffa-babb-1b5913b3f913,Armin Bauer GmbH,bft-Tankstelle,Thüngersheim,97291,e5,E5,60.187,87.345,49.52,43.697,2.189,12.0,3.0,0.0,9.0,11.0,11.0,1
9578,e4b3926f-cca2-4e46-9b50-849decec6f50,OIL! Tankstelle Rennerod,OIL!,Rennerod,56477,e10,E10,60.178,49.818,42.706,88.009,2.169,12.0,1.0,12.0,12.0,16.0,16.0,1
9579,19769a56-55fd-8f36-a0ae-a2d30c2893e1,Tramin Tankcenter Heisingen,Tramin,Essen,45259,diesel,Diesel,60.177,84.201,57.932,38.397,2.219,13.0,2.0,2.0,5.0,6.0,10.0,1
9580,00545000-fa12-4f42-a991-8e3556c24db3,Q1 Tankstelle,Q1,Mühlhausen,99974,e10,E10,60.174,66.982,24.764,88.777,2.159,14.0,1.0,14.0,17.0,17.0,17.0,1
9581,51d4b4ed-a095-1aa0-e100-80009459e03a,JET STUTTGART ROTWEG 15,JET,STUTTGART,70437,e5,E5,60.17,81.829,10.558,88.123,2.199,15.0,1.0,9.0,10.0,16.0,16.0,1
9582,07ea852b-f332-4326-9691-e1bbb1bed0b2,AVIA Tankstelle,AVIA,Zwiesel,94227,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,9.0,12.0,12.0,1
9582,21656c59-4297-4655-9f8b-dc8bffac6ace,AVIA Tankstelle,AVIA,Frauenau,94258,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,9.0,12.0,12.0,1
9582,446d5f86-c73e-4020-a505-b998b958bea7,AVIA XPress,AVIA XPress,Bayerisch Eisenstein,94252,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,9.0,12.0,12.0,1
9582,51d4b420-a095-1aa0-e100-80009459e03a,JET LEINFELDEN-ECHTERDINGEN HAUPTSTR. 135,JET,LEINFELDEN-ECHTERDINGEN,70771,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,10.0,12.0,12.0,1
9582,51d4b48d-a095-1aa0-e100-80009459e03a,JET DOSSENHEIM BERGSTR. 31,JET,DOSSENHEIM,69221,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,9.0,12.0,12.0,1
9582,51d4b599-a095-1aa0-e100-80009459e03a,JET KARLSRUHE HAID-UND-NEU-STR. 30 A,JET,KARLSRUHE,76131,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,9.0,12.0,12.0,1
9582,51d4b66c-a095-1aa0-e100-80009459e03a,JET HAMBURG POPPENBUETTELER WEG 92,JET,HAMBURG,22339,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,12.0,12.0,12.0,1
9582,51d4b6e6-a095-1aa0-e100-80009459e03a,JET KOELN OLPENER STR. 60,JET,KOELN,51103,e10,E10,60.161,83.156,49.948,47.379,2.139,12.0,3.0,0.0,5.0,12.0,12.0,1
9582,40ef51e0-f347-47e0-bb77-cd97fa695715,Esso Station,ESSO,Bad Wörishofen,86825,diesel,Diesel,60.161,6.376,86.461,87.645,2.299,9.0,1.0,18.0,18.0,18.0,18.0,1
9591,341c0b37-d4be-48d0-9f38-19a983694505,RAN Station,RAN,Freising,85354,diesel,Diesel,60.155,89.142,6.069,85.255,2.199,18.0,1.0,13.0,14.0,16.0,18.0,1
9591,005056a9-779e-1ee7-89d2-58a3b4f13979,star Tankstelle,STAR,Leipzig,04328,diesel,Diesel,60.155,66.426,75.642,38.397,2.249,11.0,2.0,4.0,4.0,6.0,6.0,1
9593,243ca79d-36c6-47fd-ad77-f299fb49ecbd,Q1 Tankstelle,Q1,Salzwedel OT Brietz,29410,e10,E10,60.149,83.156,10.398,86.894,2.139,15.0,1.0,14.0,14.0,15.0,15.0,1
9593,885142e0-ee17-4614-bdc0-737a90154a87,Walther Tankstelle,bft - Walther,Sondershausen,99706,e10,E10,60.149,83.156,10.398,86.894,2.139,15.0,1.0,1.0,14.0,15.0,15.0,1
9593,c88083d6-c20c-4dc0-73bf-b8b902c0f986,TAS Wennigsen,TAS,Wennigsen,30974,e10,E10,60.149,83.156,10.398,86.894,2.139,15.0,1.0,2.0,15.0,15.0,15.0,1
9593,005056a9-779e-1ee7-84f6-a46c20049301,star Tankstelle,STAR,Gößnitz,04639,diesel,Diesel,60.149,66.426,51.262,62.758,2.249,14.0,2.0,9.0,10.0,14.0,14.0,1
9593,005056ba-7cb6-1ed2-bceb-6e381992cd20,star Tankstelle,STAR,Berlin,12207,diesel,Diesel,60.149,66.426,51.262,62.758,2.249,14.0,2.0,9.0,10.0,14.0,15.0,1
9598,4d431028-bd50-476a-a52b-665d3186c37e,Supermarkt Unterwellenborn,Supermarkt,Unterwellenborn,07333,e5,E5,60.141,74.929,49.52,55.975,2.209,12.0,2.0,4.0,8.0,10.0,10.0,1
9598,5a6dedcb-a66c-4b58-81b0-4d16634b0ac4,CLASSIC Flörsheim - Wicker,CLASSIC,Flörsheim,65439,e5,E5,60.141,74.929,49.52,55.975,2.209,12.0,2.0,1.0,8.0,10.0,12.0,1
9598,bf3b5e44-250f-40ac-a826-629984d647fb,Supermarkt Eisenberg,Supermarkt,Eisenberg,07607,e5,E5,60.141,74.929,49.52,55.975,2.209,12.0,2.0,1.0,10.0,10.0,10.0,1
9598,fb80ed64-a278-4f98-ae73-a3051da345d6,Raiffeisen-Warengenossenschaft Osthannover eG,Raiffeisen,Burgdorf,31303,e5,E5,60.141,74.929,49.52,55.975,2.209,12.0,2.0,2.0,4.0,10.0,11.0,1
9602,8f182152-4624-4a97-814f-6b1c772848ce,NÜRNBERG - REGENSBURGER STR. 290,SUPOL,Nürnberg,90480,e5,E5,60.14,87.345,10.558,82.516,2.189,15.0,1.0,3.0,7.0,13.0,13.0,1
9603,e6f7ef74-44d9-4e5a-980c-7b5d26a87687,Calpam Tankstelle,Calpam,Mohlsdorf,07987,diesel,Diesel,60.138,84.201,89.267,6.945,2.219,8.0,4.0,0.0,2.0,2.0,6.0,1
9604,51c71dc8-5821-410c-85b1-36e7f46a6447,STEINENBRONN - UMGEHUNGSSTRASSE 65,AGIP ENI,Steinenbronn,71144,diesel,Diesel,60.137,92.466,86.461,1.484,2.179,9.0,,0.0,0.0,0.0,0.0,1
9604,3f8ce03d-bbaa-4eb0-b3ae-6962f82c0220,OIL! Tankstelle Norderstedt,OIL!,Norderstedt,22850,diesel,Diesel,60.137,32.757,94.463,53.192,2.279,6.0,1.0,4.0,4.0,4.0,6.0,1
9606,8aa97849-8d6d-4173-ae1b-7cd7b2d0637f,bft-Tankstelle Oel- Heimburger GmbH Rottweil,BFT,Rottweil,78628,diesel,Diesel,60.131,84.201,91.696,4.496,2.219,7.0,6.0,0.0,0.0,2.0,3.0,1
9607,43cbaba4-c15d-43d2-56bd-d57a4b92698b,Auto Service GmbH,Freie Tankstelle,Schönheide,08304,e5,E5,60.129,81.829,89.879,8.68,2.199,7.0,4.0,0.0,3.0,3.0,3.0,1
9607,b31bc185-1298-4656-b48d-a086c9485b8d,Markersdorf,Hoyer Energy Direct,Markersdorf,02829,e5,E5,60.129,81.829,89.879,8.68,2.199,7.0,4.0,0.0,1.0,3.0,3.0,1
9609,8fdc8665-16da-4f95-a437-03d1ed2a6e4a,Raisa eG,Raiffeisen,Tostedt,21255,diesel,Diesel,60.125,81.43,91.696,7.249,2.229,7.0,4.0,0.0,1.1,2.1,3.1,1
9610,2f45610d-44f0-42c0-80db-6771af54d29b,Axel Kaiser,NORDOEL,Lüneburg,21337,e5,E5,60.123,28.824,72.43,79.116,2.239,10.0,1.0,3.0,9.0,12.0,12.0,1
9610,67a0b319-e115-4740-a08a-d46bf3523b2c,Salzgitter,Jantzon Tankstelle,Salzgitter-Lebenst.,38226,e5,E5,60.123,28.824,72.43,79.116,2.239,10.0,1.0,4.0,8.0,12.0,12.0,1
9610,bad559b9-cabe-4589-bafb-5547683b6562,TAS MI Ringstr,TAS,Minden,32427,e5,E5,60.123,28.824,72.43,79.116,2.239,10.0,1.0,3.0,11.0,12.0,13.0,1
9613,7982002e-f3bf-4bd9-9c5b-98ea0502307a,SB-Markttankstelle Bremerhaven Bohmsiel,SB-Markttankstelle,Bremerhaven,27572,e5,E5,60.121,81.829,72.43,26.103,2.199,10.0,3.0,0.0,3.0,6.0,9.0,1
9613,fc7d2dcb-83c7-e32c-7ec2-7af5820b2b38,Robert Seelig,NORDOEL,Dessau,06849,e5,E5,60.121,81.829,72.43,26.103,2.199,10.0,3.0,0.0,2.0,6.0,9.0,1
9615,6d11f678-36cb-44a0-9776-a9c3e84dca1d,"bft-Tankstelle Förster, Schlüchtern",bft,Schlüchtern,36381,diesel,Diesel,60.117,32.757,78.893,68.7,2.279,11.0,1.0,6.0,7.0,11.0,12.0,1
9616,51d4b51d-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle RHEDE GRONAUER STR. 21,Supermarkt-Tankstelle,RHEDE,46414,diesel,Diesel,60.113,81.43,75.642,23.267,2.229,11.0,3.0,0.0,7.0,7.0,9.0,1
9616,5978885a-ca1e-4849-ae23-d6ea50b60b25,Raisa eG,Raiffeisen,Hemmoor-Westersode,21745,diesel,Diesel,60.113,81.43,75.642,23.267,2.229,11.0,3.0,0.0,7.0,7.0,10.0,1
9616,938bb929-1621-4412-8713-3245c9f71ae3,Raisa eG,Raiffeisen,Hemmoor,21745,diesel,Diesel,60.113,81.43,75.642,23.267,2.229,11.0,3.0,0.0,7.0,7.0,10.0,1
9616,f72a03f9-5f38-4dd7-a5dc-4891d57d47b2,Nünchritz,Hoyer Energy Direct,Nünchritz,01612,diesel,Diesel,60.113,81.43,75.642,23.267,2.229,11.0,3.0,0.0,2.0,7.0,7.0,1
9620,44b90dd8-d5eb-4d9c-836d-f957397b157a,ENI,AGIP ENI,Drebkau,03116,e5,E5,60.11,47.441,96.096,36.793,2.229,4.0,2.0,1.0,2.0,2.0,3.0,1
9620,48147a20-2353-4f30-9667-594f99907bd6,TotalEnergies Waltershausen,TotalEnergies,Waltershausen,99880,e5,E5,60.11,47.441,96.554,36.336,2.229,4.0,2.0,1.0,1.0,1.0,1.0,1
9622,51d4b5a2-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle FRANKFURT AM RIEDERBRUCH 10,Supermarkt-Tankstelle,FRANKFURT,60386,e5,E5,60.106,87.345,61.038,31.936,2.189,11.0,3.0,0.0,6.0,8.0,9.0,1
9622,51d4b673-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle PADERBORN HUSENER STR. 121,Supermarkt-Tankstelle,PADERBORN,33100,e5,E5,60.106,87.345,61.038,31.936,2.189,11.0,3.0,0.0,6.0,8.0,8.0,1
9622,e1a15081-256f-9107-e040-0b0a3dfe563c,"Xanten, Sonsbecker Str. 60",HEM,Xanten,46509,e5,E5,60.106,87.345,61.038,31.936,2.189,11.0,3.0,0.0,6.0,8.0,10.0,1
9625,d7426312-d967-4dbc-a9b9-ad2a46519147,AVIA Tankstelle,AVIA,Neustadt bei Coburg,96465,e10,E10,60.103,76.243,95.443,8.623,2.149,5.0,4.0,0.0,2.0,3.0,3.0,1
9625,13fedf1d-8252-47f5-82b1-53422f8c2ec2,TotalEnergies Wuerzburg-Kuernach,TotalEnergies,Kuernach,97273,e10,E10,60.103,49.818,78.828,51.664,2.169,9.0,2.0,3.0,7.0,9.0,9.0,1
9625,6063dfa7-060d-400c-9035-1292ada160f7,TotalEnergies Dingolfing,TotalEnergies,Dingolfing,84130,e10,E10,60.103,49.818,78.828,51.664,2.169,9.0,2.0,1.0,5.0,9.0,9.0,1
9625,621a64ef-5e01-4743-b378-9ed6e88a9323,TotalEnergies Grossbeeren / Ot Heinersdorf,TotalEnergies,Grossbeeren / Ot Heinersdorf,14979,e10,E10,60.103,49.818,78.828,51.664,2.169,9.0,2.0,1.0,3.0,9.0,9.0,1
9625,bdb6d9a2-8e42-470d-9f88-742e9f454ed7,TotalEnergies Plattling,TotalEnergies,Plattling,94447,e10,E10,60.103,49.818,78.828,51.664,2.169,9.0,2.0,7.0,7.0,9.0,9.0,1
9625,eb9746c0-e174-4c94-bb2a-2ba4997b540c,TotalEnergies Merseburg,TotalEnergies,Merseburg,06217,e10,E10,60.103,49.818,78.828,51.664,2.169,9.0,2.0,1.0,4.0,9.0,9.0,1
9631,00a2a37c-b88c-497a-9382-392aeb533481,Hermann Eissing Tankstellen GmbH,EIXOL,Schüttorf,48465,e10,E10,60.093,30.497,78.828,70.953,2.179,9.0,1.0,9.0,10.0,10.0,10.0,1
9631,3f1f3a10-a8c8-4fe4-b433-bd1ae7244971,Hermann Eissing Tankstellen GmbH,EIXOL,Schüttorf,48465,e10,E10,60.093,30.497,78.828,70.953,2.179,9.0,1.0,9.0,10.0,10.0,10.0,1
9633,e1a15081-2547-9107-e040-0b0a3dfe563c,"Westerstede, Leerer Str. 7",HEM,Westerstede,26655,diesel,Diesel,60.092,81.43,10.469,88.376,2.229,17.0,1.0,12.0,18.0,19.0,19.0,1
9634,230b3009-1ba5-4741-8a32-5d127780921c,AVIA XPress,AVIA XPress,Ilmenau,98694,diesel,Diesel,60.086,84.201,51.262,44.796,2.219,14.0,2.0,2.0,7.0,9.0,9.0,1
9635,c1e9686c-ea5f-449b-aeaa-682bd0a61c14,Tramin Tankcenter Heinsberg,Tramin,Heinsberg,52525,e5,E5,60.084,90.095,0.476,89.682,2.179,22.0,1.0,15.0,16.0,20.0,20.0,1
9636,d519d2f6-4ec6-4802-7216-576d44ea2d20,Tankcenter Herm Lauda,HERM,Lauda,97922,diesel,Diesel,60.082,93.689,10.469,76.088,2.169,17.0,1.0,11.0,13.0,13.0,18.0,1
9637,393143ff-5eae-4bbd-cc96-bbd7905d97d8,Raiffeisen Agil Leese eG,Raiffeisen,Landesbergen,31628,e10,E10,60.08,49.818,72.983,57.438,2.169,10.0,1.0,4.0,4.0,6.0,8.0,1
9637,471b9ae0-70b4-4909-a447-8c0aaceb9f06,Raiffeisen Agil Leese eG,Raiffeisen,Rehburg-Loccum,31547,e10,E10,60.08,49.818,72.983,57.438,2.169,10.0,1.0,4.0,4.0,6.0,8.0,1
9637,63f76982-130d-48d7-9a4b-a7b8e94485d7,Raiffeisen Agil Leese eG,Raiffeisen,Leese,31633,e10,E10,60.08,49.818,72.983,57.438,2.169,10.0,1.0,4.0,4.0,6.0,8.0,1
9637,9752d6a8-8698-4976-91a7-389bf0f5a7c4,Martin Kriese,NORDOEL,Neumünster,24534,e10,E10,60.08,49.818,72.983,57.438,2.169,10.0,1.0,1.0,4.0,6.0,10.0,1
9637,bf39a8a9-49f8-4a9a-9f47-eb13aeac3d04,OIL! Tankstelle Radebeul,OIL!,Radebeul,01445,e10,E10,60.08,49.818,72.983,57.438,2.169,10.0,1.0,2.0,5.0,6.0,9.0,1
9637,eef9329d-ae52-468a-988a-9849ce4a496d,Raiffeisen Agil Leese eG,Raiffeisen,Petershagen - OT Wasserstr.,32469,e10,E10,60.08,49.818,72.983,57.438,2.169,10.0,1.0,4.0,4.0,6.0,8.0,1
9637,f123b5f5-1c34-40b4-bfa0-939e73db1740,OIL! Tankstelle Weißandt-Gölzau,OIL!,Weißandt-Gölzau,06369,e10,E10,60.08,49.818,72.983,57.438,2.169,10.0,1.0,2.0,2.0,6.0,7.0,1
9644,005056ba-7cb6-1ed2-bceb-5b3749294d18,star Tankstelle,STAR,Dortmund,44388,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,2.0,4.0,9.0,11.0,1
9644,005056ba-7cb6-1ed2-bceb-7b735e214d27,star Tankstelle,STAR,Dortmund,44149,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,3.0,9.0,10.0,1
9644,005056ba-7cb6-1ed2-bceb-7c1c53a04d27,star Tankstelle,STAR,Sankt Andreasberg,37444,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,4.0,9.0,11.0,1
9644,005056ba-7cb6-1ed2-bceb-7ebcdb088d2a,star Tankstelle,STAR,Sömmerda,99610,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,6.0,9.0,9.0,1
9644,005056ba-7cb6-1ed2-bceb-94b400fecd38,star Tankstelle,STAR,Stuvenborn,24641,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,7.0,8.0,9.0,10.0,1
9644,005056ba-7cb6-1ed2-bceb-c43717c44d53,star Tankstelle,STAR,Sömmerda,99610,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,6.0,9.0,9.0,1
9644,0d21d284-7bee-4543-a214-b313149aacef,ACCESS Tankstelle Karben,Access,Karben,61184,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,6.0,7.0,9.0,10.0,1
9644,14d6b15b-0c8d-44bd-a4ae-cea3ab608b95,Elan Hildesheim,ELAN,Hildesheim,31137,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,3.0,9.0,9.0,1
9644,51d4b4cb-a095-1aa0-e100-80009459e03a,JET HILDESHEIM LERCHENKAMP 21,JET,HILDESHEIM,31137,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,5.0,9.0,9.0,1
9644,51d4b6fb-a095-1aa0-e100-80009459e03a,JET DINKELSBUEHL FEUCHTWANGER STR. 13,JET,DINKELSBUEHL,91550,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,2.0,7.0,9.0,9.0,1
9644,5cc6ee91-4dca-40e6-987d-e5389979191f,Elan Gelnhausen,ELAN,Gelnhausen,63571,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,5.0,9.0,9.0,9.0,1
9644,83974c3d-c4f0-4a06-acee-cfbdf88ac8f8,T Kaiserslautern,T,Kaiserslautern,67655,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,8.0,8.0,9.0,10.0,1
9644,92b552a1-38d2-43de-9c96-0837d56d6fee,JET UNTERSIEMAU STRASSAECKER 4,JET,UNTERSIEMAU,96253,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,2.0,7.0,9.0,9.0,1
9644,a552eda0-7691-4cd2-9198-d8abf7150991,T Dortmund,T,Dortmund,44309,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,5.0,9.0,12.0,1
9644,c5bd15b5-5019-4421-8c85-25a21b4642e1,Elan Meerbusch,ELAN,Meerbusch,40667,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,1.0,9.0,11.0,1
9644,d0e46b1f-00e8-4997-b8ff-4219fb697868,Tankcenter Apolda,Tankcenter,Apolda,99510,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,4.0,8.0,9.0,10.0,1
9644,db57c720-962c-4635-bf61-ba197c927161,Markenfreie TS Dortmund,Markenfreie TS,Dortmund,44289,e10,E10,60.06,66.982,61.535,51.664,2.159,11.0,2.0,1.0,2.0,9.0,10.0,1
9661,25a9bf75-a698-406a-8e91-5310e6008b93,Raiffeisen Tankstelle Hillesheim,Unbekannt,Hillesheim,54576,e5,E5,60.058,90.095,18.837,71.241,2.179,14.0,1.0,9.0,9.0,10.0,10.0,1
9662,005056ba-7cb6-1ed2-bceb-809ceefacd2a,star Tankstelle,STAR,Solingen,42699,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,2.0,5.0,13.0,13.0,1
9662,005056ba-7cb6-1ed2-bceb-861bfb458d30,star Tankstelle,STAR,Wesseling,50389,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,2.0,8.0,13.0,13.0,1
9662,3615a7ea-35d6-4d4f-a790-b8c4a1027b8e,CleanCar AG NL127,CleanCar,Berlin,12489,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,4.0,4.0,13.0,13.0,1
9662,8273650b-6c90-4229-9b0c-5bd814a71280,Aral Tankstelle,ARAL,Höchstenbach,57629,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,13.0,13.0,13.0,13.0,1
9662,938c082c-e2c6-4292-8b2c-cdf83036e555,Marco Wrobel,Esso,Walldorf,69190,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,5.0,12.0,13.0,14.0,1
9662,9ea1b621-8932-4b5c-9003-8302360d9392,Giovanni Brucculeri,Esso,Sandhausen,69207,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,2.0,12.0,13.0,14.0,1
9662,ae1af3d8-574e-4018-8076-c2106eb70e4b,Bavaria Petrol,Bavaria Petrol,Sindelfingen,71065,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,6.0,12.0,13.0,13.0,1
9662,cc84413e-4269-407b-9cf8-27be0ee31b68,Regietankstelle Hirschberg,MINERA,Hirschberg,69493,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,5.0,12.0,13.0,14.0,1
9662,e1a15081-2624-9107-e040-0b0a3dfe563c,"Oststeinbek, Möllner Landstr. 4",HEM,Oststeinbek,22113,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,6.0,11.0,13.0,13.0,1
9662,fd0297ad-c29d-48ac-a33f-47f155103ae5,Giovanni Brucculeri,Esso,Ludwigshafen,67065,e5,E5,60.056,65.058,32.594,82.516,2.219,13.0,1.0,2.0,4.0,13.0,13.0,1
9672,51d4b51f-a095-1aa0-e100-80009459e03a,JET NUERNBERG OSTENDSTR. 148,JET,NUERNBERG,90482,e10,E10,60.054,83.156,61.535,35.472,2.139,11.0,3.0,0.0,6.0,9.0,9.0,1
9672,51d4b6b3-a095-1aa0-e100-80009459e03a,JET HIDDENHAUSEN HERFORDER STR. 177,JET,HIDDENHAUSEN,32120,e10,E10,60.054,83.156,61.535,35.472,2.139,11.0,3.0,0.0,6.0,9.0,9.0,1
9672,bd98650f-1765-4779-ad47-43bf7dee5441,AVIA Tankstelle,AVIA,Ortenburg,94496,e10,E10,60.054,83.156,61.535,35.472,2.139,11.0,3.0,0.0,6.0,9.0,11.0,1
9672,cd8ba6a6-03e2-1ee5-adb1-40cbfacad25e,JET NIDDATAL AM STEINACKER 1,JET,NIDDATAL,61194,e10,E10,60.054,83.156,61.535,35.472,2.139,11.0,3.0,0.0,8.0,9.0,10.0,1
9676,eae15ca5-73c6-4989-bcbe-026ed0dcdecc,Q1 Tankstelle,Q1,Jessen (Elster),06917,e10,E10,60.049,49.818,91.881,38.449,2.169,7.0,2.0,1.0,3.0,4.0,6.0,1
9677,51d4b49d-a095-1aa0-e100-80009459e03a,JET JUELICH ROEMER STR. 17,JET,JUELICH,52428,diesel,Diesel,60.046,75.75,69.378,35.009,2.239,12.0,3.0,0.0,6.0,11.0,12.0,1
9677,51d4b53a-a095-1aa0-e100-80009459e03a,JET DARMSTADT LANDGRAF-GEORG-STR. 128,JET,DARMSTADT,64287,diesel,Diesel,60.046,75.75,69.378,35.009,2.239,12.0,3.0,0.0,8.0,11.0,11.0,1
9677,51d4b54d-a095-1aa0-e100-80009459e03a,JET WEILBURG JOHANN-ERNST-STR. 1,JET,WEILBURG,35781,diesel,Diesel,60.046,75.75,69.378,35.009,2.239,12.0,3.0,0.0,10.0,11.0,11.0,1
9677,51d4b5c6-a095-1aa0-e100-80009459e03a,JET BISCHOFSHEIM AM SCHINDBERG 1,JET,BISCHOFSHEIM,65474,diesel,Diesel,60.046,75.75,69.378,35.009,2.239,12.0,3.0,0.0,6.0,11.0,11.0,1
9677,cd8b8686-d085-1ed7-a59b-163f1b1dc5c4,JET ALPEN RATHAUSSTR. 81 A,JET,ALPEN,46519,diesel,Diesel,60.046,75.75,69.378,35.009,2.239,12.0,3.0,0.0,8.0,11.0,11.0,1
9682,ff10de05-3248-4f19-b23d-51e782287578,Sprint Sperenberg am Mellensee Klausdorfer Str.,Sprint,Sperenberg am Mellensee,15838,diesel,Diesel,60.044,75.75,69.378,35.005,2.239,12.0,2.0,1.0,2.0,2.0,2.0,1
