rank,station_uuid,name,brand,city,post_code,street,house_number,fuels,fuel_count,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,avg_noon_price_eur_l,avg_span_cents,median_first_markdown_hour_after_12,avg_markdown_by_16_cents,avg_markdown_by_18_cents,avg_markdown_by_22_cents,min_cycle_days,award_tier,award_label,award_top_percent
2923,2e199485-6327-46b8-a1cb-623cb461a7c4,ENI,AGIP ENI,Frankfurt,60389,Dortelweiler Strasse,49,diesel|e10|e5,3,60.777,62.403,91.175,28.754,2.212,6.67,3.0,3.67,5.33,6.67,1,,,
2924,30f9d3d3-a41b-463e-99f8-c077f4828df0,bft Tankstelle,bft,Delmenhorst,27755,Hasporter Damm,159,diesel|e10|e5,3,60.775,69.36,42.26,70.703,2.196,12.0,1.0,9.0,9.67,9.67,1,,,
2925,005056ba-7cb6-1ed2-bceb-504b1b68ad12,star Tankstelle,STAR,Hambühren,29313,Celler Straße,2,diesel|e10|e5,3,60.77,66.155,71.714,44.44,2.209,10.33,3.0,5.0,9.0,11.33,1,,,
2926,51d4b62c-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle MAINZ-KASTEL BOELCKESTR. 78,Supermarkt-Tankstelle,MAINZ-KASTEL,55252,BOELCKESTR.,78,diesel|e10|e5,3,60.763,85.868,58.37,38.051,2.182,11.67,3.0,7.33,10.33,11.67,1,,,
2927,353b8b7a-2a99-4201-bf12-4d526666db87,Harald Henn,Esso,Mannheim,68167,Käfertaler Str.,227-229,diesel|e10|e5,3,60.762,97.968,82.847,1.471,2.079,8.67,,0.0,0.0,0.0,1,,,
2927,51d4b53b-a095-1aa0-e100-80009459e03a,JET KAISERSLAUTERN PARISER STR. 167,JET,KAISERSLAUTERN,67655,PARISER STR.,167,diesel|e10|e5,3,60.762,80.245,51.494,50.546,2.192,12.33,2.0,7.67,9.0,11.0,1,,,
2929,8c907fcb-37c7-491a-b3e1-b3f1e86a3552,bft-Tankstelle,bft,Renchen,77871,Hauptstr.,2,diesel|e10,2,60.752,30.754,70.013,81.491,2.229,11.0,1.0,8.0,14.0,15.0,1,,,
2930,e1a15081-2542-9107-e040-0b0a3dfe563c,"Wandlitz, Prenzlauer Chaussee 3",HEM,Wandlitz,16348,Prenzlauer Chaussee,3,diesel|e10|e5,3,60.751,80.245,18.636,83.372,2.192,14.67,1.0,5.0,14.0,14.67,1,,,
2931,da99775e-2700-4fbd-94b9-6e66b3507a0d,"Velbert, Heiligenhauser Str. 84",HEM,Velbert,42549,Heiligenhauser Str.,84,diesel|e10|e5,3,60.743,72.533,67.782,41.915,2.202,11.0,4.0,4.33,10.67,12.0,1,,,
2932,37dd5128-29b7-4be0-b83a-fa2f8d45557d,AVIA XPress,AVIA XPress,Bad Orb,63619,Gewerbestr.,30,diesel|e10|e5,3,60.741,87.708,59.108,35.407,2.176,11.67,3.0,5.0,9.67,10.0,1,,,
2933,7982002e-f3bf-4bd9-9c5b-98ea0502307a,SB-Markttankstelle Bremerhaven Bohmsiel,SB-Markttankstelle,Bremerhaven,27572,Bohmsiel,1,diesel|e10|e5,3,60.73,82.138,67.782,32.269,2.189,11.0,3.0,4.0,7.0,10.0,1,,,
2933,51d4b6da-a095-1aa0-e100-80009459e03a,JET WEINHEIM GRUNDELBACHSTR. 16-18,JET,WEINHEIM,69469,GRUNDELBACHSTR.,16-18,diesel|e10|e5,3,60.73,80.245,43.451,58.495,2.192,12.67,2.0,9.33,11.33,11.33,1,,,
2935,ce7144c7-edc0-4b96-ba2b-f0d26162722e,bft Bonn,bft,Bonn,53115,Endenicher Str.,157,diesel|e10|e5,3,60.722,74.447,22.454,85.266,2.199,15.0,1.0,15.33,15.33,15.33,1,,,
2936,6b2bd0b8-22db-424e-8547-c2abcfe06a6c,Westfehling Tankstelle GmbH,Unbekannt,Berlin,10559,Quitzowstrasse,33,diesel|e10|e5,3,60.719,85.868,36.646,59.644,2.182,13.67,2.0,6.67,10.33,10.33,1,,,
2937,00060550-0003-4444-8888-acdc00000003,Neukauf Südbayern GmbH,EDEKA,Regensburg,93053,Hornstraße,6,diesel|e10|e5,3,60.718,90.487,78.227,13.441,2.162,9.33,4.0,3.0,6.0,6.67,1,,,
2938,15d19121-c771-47e2-8d51-22f62345ac71,Raiffeisen Münster LAND eG,Raiffeisen,Everswinkel,48351,Boschweg,41,diesel|e10|e5,3,60.717,86.295,61.04,34.816,2.149,11.0,4.0,10.0,10.33,11.33,1,,,
2938,78d3a8a0-8b5f-48d4-baa8-8be93809baf0,Raiffeisen Münster LAND eG,Raiffeisen,Everswinkel -Alverskirchen,48351,Telgter Straße,9,diesel|e10|e5,3,60.717,86.295,61.04,34.816,2.149,11.0,4.0,10.0,10.33,11.33,1,,,
2940,005056ba-7cb6-1ed2-bceb-c728d2744d53,star Tankstelle,STAR,Fraureuth,08427,Werdauer Straße,26,diesel|e10|e5,3,60.703,66.155,63.161,52.792,2.209,11.33,2.0,5.0,8.33,8.33,1,,,
2941,ea2bedea-9a20-4fb5-beee-7214bb9961c0,Elan Norderstedt,ELAN,Norderstedt,22851,Segeberger Ch.,240,diesel|e10|e5,3,60.7,58.777,68.05,55.273,2.216,10.67,2.0,9.33,10.0,10.67,1,,,
2942,fbd56ed3-c51e-4c05-b5c1-c4211fdfbfde,blitz-tank Tankstelle am Kaufland,blitz-tank,Merseburg,06217,Querfurter Str.,22,diesel|e10|e5,3,60.693,58.777,59.108,64.194,2.216,11.67,1.0,8.33,11.67,11.67,1,,,
2943,e8dbc04a-b775-42e1-bcbd-8550e239ed55,OIL! Tankstelle Hamburg,OIL!,Hamburg,22391,Rolfinckstraße 48,,diesel|e10|e5,3,60.692,43.339,63.161,75.575,2.226,11.33,1.0,7.67,11.67,12.67,1,,,
2944,e1a15081-25ae-9107-e040-0b0a3dfe563c,"Hanau, Auheimer Str. 12",HEM,Hanau,63450,Auheimer Str.,12,diesel|e10|e5,3,60.678,60.434,44.018,77.582,2.212,12.67,1.0,12.0,12.33,12.33,1,,,
2945,74a06797-e4ce-40f7-b232-2af50da386f2,Agri V Raiffeisen eG,Raiffeisen,Bocholt-Mussum,46395,Raiffeisenring,12 - 14,diesel|e10|e5,3,60.677,84.197,70.78,27.054,2.172,10.33,4.0,3.67,7.0,9.67,1,,,
2946,ce241717-d697-1ee8-a1a9-ad03cabb5001,JET STADTALLENDORF NIEDERKLEINER STR. 50,JET,STADTALLENDORF,35260,NIEDERKLEINER STR.,50,diesel|e10|e5,3,60.66,73.385,72.345,36.25,2.199,9.33,3.0,8.67,9.33,9.33,1,,,
2947,3982dabe-a25f-4cc9-ae9b-d52f93e69dc2,Q1 Tankstelle,Q1,Viersen,41749,Tönisvorster Str.,100,diesel|e10|e5,3,60.639,50.81,55.532,75.575,2.219,11.33,1.0,7.67,11.67,12.0,1,,,
2948,195d4029-0aed-4da4-8cb5-14000890c399,AGRAVIS Niedersachsen Süd GmbH,Raiffeisen,Dorste,37520,An der Bundesstr.,14,diesel|e10|e5,3,60.632,59.563,82.764,39.569,2.209,9.0,2.0,2.33,5.33,8.0,1,,,
2948,e2c08e78-acde-4209-9eb3-82086a2169f2,AGRAVIS Niedersachsen Süd GmbH,Raiffeisen,Badenhausen,37539,Am Breiten Anger,3,diesel|e10|e5,3,60.632,59.563,82.764,39.569,2.209,9.0,2.0,2.33,5.33,8.0,1,,,
2950,005056ba-7cb6-1ed2-bceb-7827a8972d26,ORLEN Tankstelle,ORLEN,Siegen,57078,Birlenbacher Straße,126,diesel|e10|e5,3,60.622,66.155,36.481,79.23,2.209,13.33,1.0,8.67,12.67,12.67,1,,,
2951,01469d82-d664-480f-81a8-e8259b4bf41a,Stop & Go Tankstelle,Unbekannt,Steinheim,32839,Rolfzener Str.,12,diesel|e10|e5,3,60.619,25.834,73.906,82.117,2.236,10.33,1.0,14.0,14.0,14.0,1,,,
2952,51d4b6fe-a095-1aa0-e100-80009459e03a,JET NORDHORN DENEKAMPER STR. 112A,JET,NORDHORN,48529,DENEKAMPER STR.,112A,diesel|e10|e5,3,60.617,75.641,75.663,30.546,2.199,10.0,3.0,5.67,8.33,8.33,1,,,
2952,bdf754be-f984-4e82-9172-96aa14823470,AGRAVIS Niedersachsen Süd GmbH,Raiffeisen,Gillersheim,37191,Im Siek,3,diesel|e10|e5,3,60.617,59.563,73.685,48.602,2.209,10.33,2.0,7.0,8.67,9.33,1,,,
2954,51d4b6ee-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle UELZEN FISCHERHOFSTR. 6,Supermarkt-Tankstelle,UELZEN,29525,FISCHERHOFSTR.,6,diesel|e10|e5,3,60.612,75.641,80.567,25.629,2.199,9.0,4.0,1.0,7.33,7.67,1,,,
2955,d7426312-d967-4dbc-a9b9-ad2a46519147,AVIA Tankstelle,AVIA,Neustadt bei Coburg,96465,Kronacher Str.,2,diesel|e10|e5,3,60.601,79.207,95.079,7.517,2.189,5.33,4.0,1.33,2.67,2.67,1,,,
2955,550a6665-a57f-4b77-a30a-36c4e72db74d,Dirk Röpcke,NORDOEL,Hohenwestedt,24594,Itzehoer Str.,38,diesel|e10|e5,3,60.601,62.403,81.224,38.177,2.212,9.0,3.0,3.0,7.03,8.0,1,,,
2957,73fde8b5-95a9-47b2-994a-0f056c05351f,AVIA Tankstelle,AVIA,Riedlingen,88499,Neue Unlinger Straße,21,diesel|e10|e5,3,60.598,83.062,88.115,10.616,2.186,7.67,4.0,4.0,5.0,5.0,1,,,
2958,ec43d09e-c930-4884-8d46-eea04e018471,OIL! Tankstelle Hamburg,OIL!,Hamburg,21037,Kirchenheerweg 162,,diesel|e10|e5,3,60.591,43.339,66.072,72.361,2.226,11.0,1.0,7.33,10.67,11.0,1,,,
2959,618cad21-d760-4a4f-acb5-e30c4051c7ff,bft- Tankstelle Mügeln,BFT,Mügeln,04769,Grauschwitzer Str.,2,diesel|e10|e5,3,60.583,43.339,66.904,71.507,2.226,10.0,1.0,10.67,10.67,10.67,1,,,
2960,bece9286-1172-4832-b8ff-895ce8fd1f3f,T Giengen,T,Giengen,89537,Heidenheimer Str.,19,diesel|e10|e5,3,60.58,58.777,77.084,45.879,2.216,9.33,2.0,6.0,6.67,6.67,1,,,
2961,357e7fc6-a617-4f68-8298-169b2a716771,Riegger Tankpunkt Vockenhausen,Freie Tankstelle,VS-Villingen,78052,Heinrich-Hertz-Strasse,41,diesel|e10|e5,3,60.579,84.709,33.61,63.419,2.179,14.0,1.0,8.0,10.0,12.0,1,,,
2962,d6748b08-9a90-11ef-8aa0-005056a27fa7,Famila Rotenburg,Famila,Rotenburg/Wümme,27356,Auf dem Rusch,2,diesel|e10|e5,3,60.576,77.137,67.782,36.808,2.196,11.0,3.0,6.0,10.0,10.0,1,,,
2963,197e2121-3ad3-4450-b897-0df57e4369f0,Gökhan Orhan,Markant,Krefeld,47805,Neue Ritter Str.,41,diesel|e10|e5,3,60.569,47.183,60.571,73.953,2.222,11.0,1.0,7.33,11.33,12.67,1,,,
2964,896783a5-f34a-41fd-a6e1-c8dd2c69f94d,Tanken & Waschen,T & W,Bassum,27211,Industriestrasse,14,diesel|e10|e5,3,60.565,47.183,55.547,78.965,2.222,12.0,1.0,8.33,13.0,13.67,1,,,
2965,005056ba-7cb6-1ed2-bceb-71fa399dcd23,star Tankstelle,STAR,Buchholz,21244,Hamburger Straße,47,diesel|e10|e5,3,60.56,66.155,70.13,45.394,2.209,10.67,3.0,7.33,9.33,10.0,1,,,
2965,005056ba-7cb6-1ed2-bceb-8d6de8228d33,star Tankstelle,STAR,Jesteburg,21266,Hauptstraße,56,diesel|e10|e5,3,60.56,66.155,70.13,45.394,2.209,10.67,3.0,7.33,9.33,10.0,1,,,
2965,005056ba-7cb6-1ed2-bceb-a0b98f948d3e,star Tankstelle,STAR,Hanstedt,21271,Soltauer Straße,17,diesel|e10|e5,3,60.56,66.155,70.13,45.394,2.209,10.67,3.0,7.33,9.33,10.0,1,,,
2968,005056ba-7cb6-1ed2-bceb-95c5383ccd38,star Tankstelle,STAR,Rendsburg,24768,Thormannplatz,1-3,diesel|e10|e5,3,60.545,66.155,79.837,35.641,2.209,9.67,3.0,2.33,6.0,7.33,1,,,
2969,287964a3-0be0-4a4e-adb6-8520befdbb8f,Raiffeisen Münster LAND eG,Raiffeisen,Sendenhorst-Albersloh,48324,Wolbecker Str.,24,diesel|e10|e5,3,60.542,86.295,58.677,36.653,2.149,11.67,4.0,11.33,11.67,11.67,1,,,
2970,dbab9e35-7e49-484d-a8c9-4324eceee612,Ralf Neumeyer,Esso,Wilhelmsfeld,69259,Johann-Wilhelm-Str.,128,diesel|e10|e5,3,60.541,71.157,32.428,78.038,2.202,13.67,1.0,11.67,12.33,14.33,1,,,
2971,cbafd3c0-a150-4508-9d39-2ee079a68ada,Weißenburg,Richter Pooltankstellen GmbH & Co.KG,Weißenburg,91781,Dettenheimer Straße 70,,diesel|e10|e5,3,60.538,92.953,87.189,1.471,2.149,8.0,,0.0,0.0,0.0,1,,,
2972,edb865e7-4bad-847e-e040-0b0a3efe7e98,"Mühltal, Rheinstr. 32",HEM,Mühltal,64367,Rheinstr.,32,diesel|e10|e5,3,60.537,85.868,35.179,60.563,2.182,14.0,3.0,8.0,13.67,13.67,1,,,
2973,005056ba-7cb6-1ed2-bceb-c4e92d668d53,star Tankstelle,STAR,Ilmenau,98693,Erfurter Straße,65,diesel|e10|e5,3,60.534,66.155,69.888,45.557,2.209,10.67,1.0,4.67,6.0,7.67,1,,,
2974,400cfe48-f7b7-4312-b87d-30922e9d3113,Raiffeisen Warengenossenschaft  Osnabrücker Land (RWO) eG,Raiffeisen,Bad Essen/Wehrendorf,49152,Im Felde,1,diesel|e10|e5,3,60.533,92.744,79.837,9.018,2.142,9.67,4.0,1.0,3.67,5.33,1,,,
2975,51d4b541-a095-1aa0-e100-80009459e03a,JET KREFELD OPPUMER STR. 115-129,JET,KREFELD,47799,OPPUMER STR.,115-129,diesel|e10|e5,3,60.532,80.245,60.348,41.002,2.192,11.33,3.0,5.67,9.67,11.0,1,,,
2976,005056ba-7cb6-1ed2-bceb-ad0119398d43,star Tankstelle,STAR,Kamen,59174,Werver Mark,166,diesel|e10|e5,3,60.53,66.155,41.102,74.332,2.209,13.0,1.0,8.33,11.33,13.33,1,,,
2977,b14843b1-429b-4f18-a1b7-23ff94d5719a,Freie Tankstelle Albachten,Unbekannt,Münster,48163,Dülmener Straße,16,diesel|e10|e5,3,60.527,88.568,17.622,75.391,2.172,15.0,2.0,14.33,15.0,15.0,1,,,
2978,dffdc21e-a9fe-406a-b60a-17db86ec3360,Tankcenter Suhl-Maebendorf,Tankcenter,Suhl-Maebendorf,98529,Hauptstr.,2A,diesel|e10|e5,3,60.518,58.777,76.283,46.496,2.216,10.0,2.0,6.33,7.67,10.33,1,,,
2979,6075e81b-4812-4772-9a41-a838b0a976ca,BELL Oil,BELL Oil,Dachsenhausen,56340,Rhein-Taunus-Straße,52,diesel|e10|e5,3,60.514,62.403,41.102,78.038,2.212,13.0,1.0,10.33,12.33,12.33,1,,,
2980,61c27389-c04f-4f57-96c6-acf040609a82,Calpam Tankstelle,Calpam,Eslohe,59889,Suedstr.,18,diesel|e10|e5,3,60.511,82.405,68.05,31.079,2.182,10.67,3.0,5.67,9.33,9.33,1,,,
2981,8c6f550b-0141-48b5-8edd-3b16cb296a95,Sprint Luckenwalde Berkenbrücker Chaussee,Sprint,Luckenwalde,14943,Berkenbrücker Chaussee,,diesel|e10|e5,3,60.509,75.641,47.846,58.039,2.199,12.67,1.0,4.67,6.67,11.33,1,,,
2982,000c1937-1d9d-4cf5-8b32-b4960a037c2f,Raiffeisen Rhein-Ahr-Eifel Handelsgesellschaft mbH,Raiffeisen,Wershofen,53520,Nordstraße,36,diesel|e10|e5,3,60.501,90.662,55.547,35.293,2.162,12.0,4.0,9.63,11.97,11.97,1,,,
2983,9f115c71-623a-4a10-bfdd-a88bd821606a,TopTank Tankstelle,TopTank,RINTELN,31737,KONRAD-ADENAUER-STR. 24,,diesel|e10|e5,3,60.479,98.777,0.086,82.575,2.059,31.0,1.0,13.0,13.67,14.67,1,,,
2984,e1a15081-25cc-9107-e040-0b0a3dfe563c,"Berlin, Prenzlauer Promenade 68",HEM,Berlin,13089,Prenzlauer Promenade,68,diesel|e10|e5,3,60.477,80.245,15.994,85.192,2.192,15.0,1.0,4.33,14.67,14.67,1,,,
2984,e1a15081-25ce-9107-e040-0b0a3dfe563c,"Berlin, Romain-Rolland Str. 2",HEM,Berlin,13089,Romain-Rolland-Str.,2,diesel|e10|e5,3,60.477,80.245,15.994,85.192,2.192,15.0,1.0,6.33,14.67,14.67,1,,,
2986,78b533b2-531e-4fa4-9101-9ac7fe205f10,bft Rösrath,bft,Rösrath,51503,Kölner Str.,47,diesel|e10|e5,3,60.476,68.781,41.102,71.545,2.206,13.0,1.0,7.0,10.67,10.67,1,,,
2987,6b74fd0c-310d-4533-af25-af181bfe5eca,"Selm, Kreisstraße 138",HEM,Selm,59379,Kreisstraße,138,diesel|e10|e5,3,60.465,72.533,47.65,61.21,2.202,12.33,1.0,3.33,7.67,11.67,1,,,
2988,fc9ffe8d-6545-42a4-8673-556eb251ff22,ZG Raiffeisen Tankstelle Tauberbischofsheim,ZG Raiffeisen Energie,Tauberbischofsheim,97941,Bahnhofstr.,17 a,diesel|e10|e5,3,60.463,96.471,60.168,24.75,2.109,11.67,4.0,1.33,7.33,11.67,1,,,
2988,e1a15081-24df-9107-e040-0b0a3dfe563c,"Eggesin, Friedrich-Engels-Str. 1b",HEM,Eggesin,17367,Friedrich Engels Str. b,1,diesel|e10|e5,3,60.463,48.98,65.95,66.459,2.219,11.0,1.0,7.0,9.33,10.67,1,,,
2988,e1a15081-253b-9107-e040-0b0a3dfe563c,"Torgelow, Eggesiner Str. 9e",HEM,Torgelow,17358,Eggesiner Str. E,9,diesel|e10|e5,3,60.463,48.98,65.95,66.459,2.219,11.0,1.0,7.0,9.33,10.67,1,,,
2988,e1a15081-253c-9107-e040-0b0a3dfe563c,"Ueckermünde, Belliner Str. 92",HEM,Ueckermünde,17373,Belliner Str.,92,diesel|e10|e5,3,60.463,48.98,65.95,66.459,2.219,11.0,1.0,7.0,9.33,10.67,1,,,
2992,491ea884-bdc3-4442-080e-21fcefb6718b,Gulf Weida,GULF,Weida,07570,Neustädter Str.,79,diesel|e10|e5,3,60.462,74.501,77.749,29.134,2.196,10.0,4.0,3.33,6.67,8.33,1,,,
2992,bffb3152-5c45-462c-9d51-9e4154496c8d,BAD BRUECKENAU - KISSINGER STRASSE,AGIP ENI,Bad Brueckenau,97769,Kissinger Strasse,35,diesel|e10|e5,3,60.462,62.403,92.17,26.812,2.212,6.0,6.0,1.0,6.67,7.33,1,,,
2994,1a2ad776-db27-44e2-d3ee-d6b26ec369df,TS Frauenprießnitz,Helftaer Mineralölhandel GmbH,Frauenprießnitz,07774,Gartenstraße,7,diesel|e10|e5,3,60.461,72.864,32.26,76.258,2.196,13.67,1.0,8.67,12.0,12.0,1,,,
2995,51d4b462-a095-1aa0-e100-80009459e03a,JET HAMBURG BERGSTEDTER CHAUSSEE 175,JET,HAMBURG,22395,BERGSTEDTER CHAUSSEE,175,diesel|e10|e5,3,60.459,75.641,71.597,34.137,2.199,10.67,3.0,4.67,9.0,10.33,1,,,
2996,ce241717-6267-1ed7-b1cc-50e806758275,JET STUHR DELMENHORSTER STR. 208,JET,STUHR,28816,DELMENHORSTER STR.,208,diesel|e10|e5,3,60.454,75.641,71.597,34.125,2.199,10.67,3.0,8.33,9.33,9.33,1,,,
2997,21d8e11f-5712-4d00-81aa-100887b65699,Münster,Mr. Wash Autoservice AG,Münster,48153,Hammer Straße,169,diesel|e10|e5,3,60.451,90.011,1.559,89.783,2.162,20.33,1.0,22.67,24.67,24.67,1,,,
2998,50202d39-aace-41bb-9ea8-3de6c058e17b,OIL! Tankstelle Leipzig,OIL!,Leipzig,04129,Wittenberger Straße 7,,diesel|e10|e5,3,60.45,43.339,79.209,58.802,2.226,9.33,1.0,4.33,6.33,9.0,1,,,
2999,539d0f05-afab-4d1d-a821-e4d5fc1eaf54,AVIA XPress,AVIA XPress,Neu-Isenburg,63263,B44,,diesel|e10|e5,3,60.449,87.708,47.846,45.792,2.176,12.67,3.0,7.33,12.33,12.33,1,,,
2999,0d918d6b-202f-4503-b4e5-96e6e51b1180,OIL! Tankstelle Kemberg,OIL!,Kemberg,06901,Schmiedeberger Straße 20 A,,diesel|e10|e5,3,60.449,43.339,71.597,66.41,2.226,10.67,1.0,8.33,9.33,10.67,1,,,
3001,9ad7c2e3-43d9-44f6-b90a-413e450917b9,Tankzentrum Westheim,GREBE,Marsberg-Westheim,34431,Kasseler Strasse,69,diesel|e10|e5,3,60.439,71.157,66.072,44.091,2.202,11.0,1.0,5.33,7.0,7.67,1,,,
3002,cd109561-695f-4a72-6148-8475f6fbd401,Autohaus Lampa GmbH,Freie Tankstelle Lampa,Lengerich,49838,Handruper Strasse,12,diesel|e10|e5,3,60.432,8.072,86.892,86.332,2.256,8.0,1.0,15.67,15.67,15.67,1,,,
3003,51d4b6fb-a095-1aa0-e100-80009459e03a,JET DINKELSBUEHL FEUCHTWANGER STR. 13,JET,DINKELSBUEHL,91550,FEUCHTWANGER STR.,13,diesel|e10|e5,3,60.431,69.263,69.021,43.008,2.206,10.33,2.0,6.0,8.67,8.67,1,,,
3004,d3827131-d65a-4ca7-83de-80f01f026ad0,Tankstelle Greil,Tankstelle Greil,Bad Kötzting,93444,Ramsried,18,diesel|e10|e5,3,60.43,97.671,77.291,6.328,2.086,9.67,5.0,0.0,3.33,3.33,1,,,
3005,e1a15081-2529-9107-e040-0b0a3dfe563c,"Ribnitz-Damgarten, An der Mühle 1",HEM,Ribnitz-Damgarten,18311,An der Mühle,1,diesel|e10|e5,3,60.429,72.533,41.102,67.654,2.202,13.0,1.0,5.33,9.67,10.67,1,,,
3006,5a218a69-d93f-446a-99e4-79ed9b5d5183,Gerd Felsch GmbH,Felsch Mineralöl,Siegen,57074,Leimbachstr.,164,diesel|e10|e5,3,60.424,74.537,79.959,26.777,2.189,8.67,3.0,5.0,7.67,8.33,1,,,
3007,00060745-0580-4444-8888-acdc00000580,Tankstelle Osterburg,VR PLUS Energie,Osterburg,39606,Düsedauer Str.,70,diesel|e10|e5,3,60.421,79.318,56.487,45.459,2.186,11.67,3.0,8.33,10.0,11.67,1,,,
3007,005056ba-7cb6-1ed2-bceb-6fb23bac4d23,star Tankstelle,STAR,Hollenstedt,21279,Tostedter Straße,1,diesel|e10|e5,3,60.421,66.155,62.517,52.591,2.209,11.33,2.0,8.0,8.33,10.0,1,,,
3009,005056ba-7cb6-1ed2-bceb-996ef419cd3b,star Tankstelle,STAR,Hagen,58095,Feithstraße,84,diesel|e10|e5,3,60.415,66.155,60.168,54.923,2.209,11.67,2.0,6.0,9.0,12.67,1,,,
3010,00c98283-171d-47c0-951d-c0c1656c1fa3,Fricke,AVIA,Oelde,59302,Kreuzstr.,18,diesel|e10|e5,3,60.411,62.403,79.837,38.993,2.212,9.67,3.0,4.33,7.33,8.0,1,,,
3010,feadcb1b-1c86-4969-90d8-5fb042d3ddf2,Fricke,AVIA,Oelde,59302,Oelder Tor,39,diesel|e10|e5,3,60.411,62.403,79.837,38.993,2.212,9.67,3.0,4.33,7.33,8.0,1,,,
3012,2a5e0e60-e57b-415e-906b-7bbe1fae859b,Thomas Vogeler,Westfalen,Gevelsberg,58285,Wittener Str.,19,diesel|e10|e5,3,60.403,71.157,57.16,52.893,2.202,11.0,1.0,5.0,6.67,10.33,1,,,
3013,40ef51e0-f347-47e0-bb77-cd97fa695715,Esso Station,ESSO,Bad Wörishofen,86825,Türkheimer Str. 20,,diesel|e10|e5,3,60.395,12.036,81.224,87.926,2.246,9.0,1.0,16.0,16.67,16.67,1,,,
3014,005056ba-7cb6-1ed2-bceb-bdab22cd0d4e,star Tankstelle,STAR,Leipzig,04178,Leipziger Straße,16,diesel|e10|e5,3,60.383,66.155,86.812,28.18,2.209,7.67,4.0,4.33,5.0,7.67,1,,,
3014,005056ba-7cb6-1ed2-bceb-c7d7f7828d53,ORLEN Tankstelle,ORLEN,Leipzig,04159,Georg-Schumann Straße,392,diesel|e10|e5,3,60.383,66.155,86.812,28.18,2.209,7.67,4.0,4.33,5.0,7.67,1,,,
3016,b0132420-ce41-413f-8f4c-c73dc2ceabee,bft Tankstelle Andreas Flieg GmbH,BFT,Grosselfingen,72415,Bisingerstr.,13,diesel|e10|e5,3,60.381,84.709,89.486,6.948,2.179,7.0,6.0,0.0,4.33,7.0,1,,,
3017,60aca94e-edd4-4a07-9914-ae2a313fda24,Rakelbusch GmbH,Rakelbusch,Auhagen,31553,Auf dem Rähden,19 A,diesel|e10|e5,3,60.376,75.243,57.16,48.724,2.182,11.0,1.0,4.67,6.67,10.33,1,,,
3018,10ba80a5-b028-497c-b94e-8e247e487a12,Sun Wittenau,SUN,Berlin,13437,Oranienburger Strasse,181,diesel|e10|e5,3,60.372,68.781,27.922,84.412,2.206,14.0,1.0,11.33,15.0,15.0,1,,,
3019,005056ba-7cb6-1ed5-8cbd-4897fe54e42b,star Tankstelle,STAR,Potsdam,14480,Am Silbergraben,30,diesel|e10|e5,3,60.364,66.155,71.714,43.224,2.209,10.33,3.0,3.0,8.67,10.33,1,,,
3020,f96b0d2b-c33b-4d8e-a08b-6a9e2f3c657a,MÜNCHEN - JOSEPHSPITALSTR. 12,AGIP ENI,München,80331,Josephspitalstrasse,12,diesel|e10|e5,3,60.357,62.134,91.753,27.183,2.199,7.0,3.0,6.67,8.0,8.0,1,,,
3021,f74912a3-a12b-41af-bd61-e599443e84fb,Autohaus Otto Menger GmbH & Co. KG,Autohaus Otto Menger GmbH & Co. KG,Beverungen,37688,Dalhauser Str.,49,diesel|e10|e5,3,60.349,67.108,93.977,19.962,2.199,6.0,6.0,0.67,1.33,2.67,1,,,
3022,2cab39da-2920-48e6-bc55-c5a13f4dbc6c,Raisa eG,Raiffeisen,Debstedt-Geestland,27607,Bahnhofallee,2,diesel|e10|e5,3,60.346,65.435,78.779,36.822,2.206,9.67,2.0,2.67,3.0,7.67,1,,,
3023,1cb4df21-96c4-5ea1-a466-4b78f191c419,Salzwedel,Hoyer,Salzwedel,29410,Kristallweg,18,diesel|e10|e5,3,60.344,80.245,41.102,59.684,2.192,13.0,2.0,10.0,11.67,13.33,1,,,
3023,51d4b5e5-a095-1aa0-e100-80009459e03a,JET FUERTH HANS-VOGEL-STR. 26,JET,FUERTH,90765,HANS-VOGEL-STR.,26,diesel|e10|e5,3,60.344,80.245,41.102,59.684,2.192,13.0,2.0,9.33,11.67,11.67,1,,,
3023,6709f3e0-24e8-50c5-9944-3df9dee94491,Seehausen (Altmark),Hoyer,Seehausen (Altmark),39615,Arendseer Str.,59,diesel|e10|e5,3,60.344,80.245,41.102,59.684,2.192,13.0,2.0,10.0,11.67,13.33,1,,,
3023,882059fc-0948-5c89-9479-36ee85e4394a,Apenburg-Winterfeld,Hoyer,Apenburg-Winterfeld,38486,An der B 71,100a,diesel|e10|e5,3,60.344,80.245,41.102,59.684,2.192,13.0,2.0,10.0,11.67,13.33,1,,,
3027,e4cb1a3b-9e8b-4ea9-bbc5-2a46702f8e68,Tankstelle Schutzbach,Tankstelle Mahlstetten,Mahlstetten,78601,Hauptstraße,45,diesel|e10|e5,3,60.341,54.562,60.091,66.371,2.216,11.33,1.0,9.33,9.33,11.67,1,,,
3028,292c5218-4398-11ec-8abb-005056a27fa7,RLT Bielefeld(RLT),RLT,Bielefeld,33613,Schuckertstr.,37,diesel|e10|e5,3,60.339,83.974,52.467,44.576,2.186,12.33,3.0,11.33,12.0,12.0,1,,,
