rank,station_uuid,name,brand,city,post_code,street,house_number,fuels,fuel_count,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,avg_noon_price_eur_l,avg_span_cents,median_first_markdown_hour_after_12,avg_markdown_by_16_cents,avg_markdown_by_18_cents,avg_markdown_by_22_cents,min_cycle_days,award_tier,award_label,award_top_percent
7142,9856f757-477e-4bd2-9fa4-648f8d33d849,AVIA XPress Automatenstation,AVIA XPress,Waldburg,88289,Bildspitz,1,diesel|e10|e5,3,43.987,34.537,29.932,67.492,2.229,13.67,2.0,12.0,14.0,14.0,1,,,
7143,ef96d03d-b79e-4e86-a4b5-7deb92b7207f,BMÖ Schiffdorf-Spaden Leher Str. 2 a,BMÖ,Schiffdorf-Spaden,27619,Leher Str.,2 a,diesel|e10|e5,3,43.985,43.339,43.793,44.824,2.226,13.0,2.0,5.0,7.67,10.33,1,,,
7144,ad463e44-4c27-4c71-8292-7c70597b90aa,Freie Tankstelle Ehmen,Freie Tankstelle,Wolfsburg,38442,Mörser Straße,82,diesel|e10|e5,3,43.984,38.48,22.918,70.555,2.229,15.0,2.0,10.33,16.0,16.0,1,,,
7145,76d47f74-c5c3-472a-8435-d99d870f7ba2,"bft-Tankstelle Förster, Wörth",bft,Wörth,63939,Landstr.,6a,diesel|e10|e5,3,43.978,30.693,29.932,71.309,2.232,13.67,1.0,7.0,10.67,13.33,1,,,
7145,8dabc073-b4e6-4844-be8e-1490dc284696,"bft-Tankstelle Förster, Obernburg",bft,Obernburg,63778,Mittenberger Str.,13a,diesel|e10|e5,3,43.978,30.693,29.932,71.309,2.232,13.67,1.0,7.0,10.67,13.33,1,,,
7147,66b1d653-993e-2466-e100-00000630df04,ENI,AGIP ENI,Leonberg,71229,Berliner Str.,52/1,diesel|e10|e5,3,43.977,99.36,0.935,31.635,2.042,20.33,3.0,5.33,8.67,8.67,1,,,
7148,c2315759-2122-4427-9aa0-c0f616d64988,Esso Station,ESSO,Rheinstetten,76287,An der B36 101,,diesel|e10|e5,3,43.974,12.036,31.212,88.674,2.246,14.0,1.0,16.67,17.67,17.67,1,,,
7149,028f5c3d-f9e3-4988-841a-9191c6591236,Q1 Tankstelle,Q1,Löwenberger Land,16775,Alte Grüneberger Landstraße,1,diesel|e10|e5,3,43.968,25.834,21.675,84.395,2.236,14.67,1.0,8.67,14.33,18.0,1,,,
7150,1ac0af95-d00e-4664-98ac-1ee6e84f59af,Aral Tankstelle,ARAL,Ladbergen,49549,Espenhof,1,diesel|e10|e5,3,43.965,47.183,56.282,28.431,2.222,12.0,4.0,4.67,10.0,11.0,1,,,
7151,a5401309-5f12-4abb-822d-97b9d8f3c617,Esso Station,ESSO,Breitengüssbach,96149,Bamberger Str. 54,,diesel|e10|e5,3,43.964,12.036,32.428,87.429,2.246,13.67,1.0,12.0,16.33,17.0,1,,,
7151,afc83c65-6b50-4769-bc51-553b41b74a06,Esso Station,ESSO,Feucht,90537,Altdorfer Str. 15,,diesel|e10|e5,3,43.964,12.036,32.428,87.429,2.246,13.67,1.0,13.33,16.33,16.33,1,,,
7153,73119da8-cf89-4f1f-9e76-4f395c290c88,Esso Tankstelle,ESSO,HOMBURG,66424,ZWEIBRUECKER STR. 63-65,,diesel|e10|e5,3,43.963,12.036,36.481,83.372,2.246,13.33,1.0,8.67,14.0,14.33,1,,,
7154,ce358e20-b3dc-44f7-bb25-4792c3248b19,Marc Fleischer,Westfalen,Recklinghausen,45665,Sachsenstr.,149,diesel|e10|e5,3,43.955,34.545,44.917,52.403,2.232,12.67,1.0,4.0,6.67,8.67,1,,,
7155,d4f6e160-c894-4a27-9ebb-d1397891494b,Aral Tankstelle,ARAL,Cölbe,35091,Kasseler Straße,21,diesel|e10|e5,3,43.954,28.301,96.083,7.477,2.232,3.67,3.0,1.0,1.33,1.67,1,,,
7156,87113bf4-a5cc-4da7-bfbd-886f0f24f3da,BFT Bersenbrück Gehrder Str.,BFT,Bersenbrück,49593,Gehrder Straße,14,diesel|e10|e5,3,43.946,27.964,72.24,31.635,2.236,10.0,3.0,5.67,8.67,9.33,1,,,
7157,1ced86af-ff25-4162-8aea-f6a4656243c4,Aral Tankstelle,ARAL,Lindenberg,88161,Hauptstraße,79,diesel|e10|e5,3,43.945,50.81,10.475,70.552,2.219,15.67,2.0,15.33,15.33,15.33,1,,,
7158,42cab2a7-5339-4624-b62a-a4536c0362e5,WT-Wittmund,Wiro,Wittmund,26409,Barghamm,15,diesel|e10|e5,3,43.942,18.738,70.253,42.835,2.242,8.0,1.0,5.67,6.0,6.0,1,,,
7159,37585c96-d137-4109-a799-20aab9a8c0e2,Aral Tankstelle,ARAL,Mudau,69427,Bahnhofstraße,7,diesel|e10|e5,3,43.934,50.81,39.287,41.707,2.219,13.33,3.0,10.33,11.33,11.33,1,,,
7159,f44a965b-6fa8-411a-aa93-c90a9d3f3b9e,Sb Werdau Crimmitschauerstr. 112,SB,Werdau,08412,Crimmitschauerstr.,112,diesel|e10|e5,3,43.934,43.339,36.646,51.816,2.226,13.67,2.0,6.33,9.67,9.67,1,,,
7161,296b4c83-85f6-4b05-a4ec-2d454b30eef4,AVIA XPress Automatentankstelle  Ofterdingen,AVIA XPress,Ofterdingen,72131,Tübinger Str.,28,diesel|e10|e5,3,43.929,34.537,38.879,58.371,2.229,13.33,2.0,9.33,11.33,13.33,1,,,
7161,56506a8f-a88b-4070-b9ff-0caf5b286db3,AVIA XPress Automatenstation,AVIA XPress,Zimmern ob Rottweil,78658,Albring,11,diesel|e10|e5,3,43.929,34.537,38.879,58.371,2.229,13.33,2.0,7.33,11.33,11.33,1,,,
7161,2e78da7a-efed-4474-bdc4-66e43f29153b,Esso Tankstelle,ESSO,HAMBURG,21129,OSTFRIESLANDSTR. 97,,diesel|e10|e5,3,43.929,12.036,46.989,72.761,2.246,12.67,1.0,10.67,11.0,12.33,1,,,
7161,ddc1cd21-7afd-488e-9f0a-ad1a119f90dc,Esso Tankstelle,ESSO,TRITTENHEIM,54349,MOSELWEINSTR. 85,,diesel|e10|e5,3,43.929,12.036,35.179,84.572,2.246,14.0,1.0,14.67,15.33,15.67,1,,,
7165,a3ff7146-ada8-41b8-a4f5-252a04d8c3ea,Esso Station,ESSO,Tittling,94104,Passauer Str. 31,,diesel|e10|e5,3,43.926,12.036,31.815,87.926,2.246,13.67,1.0,13.0,16.67,17.33,1,,,
7166,02edb62c-c4a7-4406-98be-2927b7619c53,Shell Kaltenkirchen Kieler Str. 40,Shell,Kaltenkirchen,24568,Kieler Str.,40,diesel|e10|e5,3,43.921,25.834,69.678,36.25,2.236,10.33,3.0,7.33,9.33,10.0,1,,,
7166,2e89d443-d2a8-45a7-b161-04134b3a7419,Shell Henstedt-Ulzburg Middelweg 1,Shell,Henstedt-Ulzburg,24558,Middelweg,1,diesel|e10|e5,3,43.921,25.834,69.678,36.25,2.236,10.33,3.0,8.67,9.33,9.33,1,,,
7168,bba680eb-fcfe-483b-a48f-5e7382a92c7b,Shell Bad Bramstedt Liethberg 11-13,Shell,Bad Bramstedt,24576,Liethberg,11-13,diesel|e10|e5,3,43.919,25.834,82.764,23.159,2.236,9.0,3.0,1.33,5.33,6.33,1,,,
7169,4bd1f39c-68c5-4d25-a64f-356f24341972,Bercin Savci,Esso,Lohra,35102,Gladenbacher Str.,9,diesel|e10|e5,3,43.918,23.495,20.646,87.614,2.249,14.33,1.0,16.33,16.33,16.33,1,,,
7170,51d4b6a6-a095-1aa0-e100-80009459e03a,JET ERFTSTADT SIEMENSSTR. 39,JET,ERFTSTADT,50374,SIEMENSSTR.,39,diesel|e10|e5,3,43.915,80.245,21.675,29.826,2.192,14.67,4.0,10.0,11.33,11.33,1,,,
7170,cd8ba6a6-2b93-1ed6-80d0-7d22b9ce86ca,JET ERFTSTADT ALBERT-EINSTEIN-RING 34,JET,ERFTSTADT,50374,ALBERT-EINSTEIN-RING,34,diesel|e10|e5,3,43.915,80.245,21.675,29.826,2.192,14.67,4.0,10.0,11.33,11.33,1,,,
7172,e0b19675-dfe9-45d4-9af0-59390cd39c09,AVIA XPress Automatentankstelle,AVIA XPress,Au am Rhein,76474,Lammstr.,1,diesel|e10|e5,3,43.913,34.537,26.296,70.906,2.229,14.33,1.0,10.0,13.67,13.67,1,,,
7173,6151509b-91c5-43fe-ed78-a5196b38888c,Holtland,SCORE,Holtland,26835,Leeraner Str.,7,diesel|e10|e5,3,43.909,15.971,32.428,83.329,2.242,13.67,1.0,12.67,14.0,14.0,1,,,
7174,d988bbb8-b94b-4c94-b2c5-95910f19dd22,team Tankstelle Neuenhagen,team,Neuenhagen,15366,Rudolf-Breitscheid-Allee,27-29,diesel|e10|e5,3,43.903,4.274,41.102,86.332,2.269,13.0,1.0,12.0,15.67,16.0,1,,,
7175,978140bf-357c-4a4c-a0c1-15628418f9f1,TotalEnergies Contwig,TotalEnergies,Contwig,66497,Pirmasenser Str.,93,diesel|e10|e5,3,43.902,43.339,51.494,36.874,2.226,12.33,3.0,4.67,8.0,10.33,1,,,
7176,72f6bb23-29e5-4533-8c32-9fb6a7a2c28c,Autohaus Weeber GmbH,BFT Tankstelle,Herrenberg,71032,Daimlerstr.,32,diesel|e10|e5,3,43.894,50.81,8.112,72.761,2.219,16.33,1.0,8.67,11.0,15.67,1,,,
7176,633b2d57-6be7-4ab2-b9de-47bd4fcbde64,Aral Tankstelle,ARAL,Viersen,41751,Brabanter Straße,85,diesel|e10|e5,3,43.894,47.183,47.846,36.654,2.222,12.67,3.0,5.0,10.0,10.67,1,,,
7176,ca9168ab-0682-4581-89ae-6a0142031254,Aral Tankstelle,ARAL,Viersen,41751,Viersener Straße,142,diesel|e10|e5,3,43.894,47.183,47.846,36.654,2.222,12.67,3.0,5.0,10.0,10.67,1,,,
7179,7da03f5e-b524-4208-80bc-70b65d6fb1d6,TotalEnergies Autohof Grosskugel-Schkeuditz,TotalEnergies Autohof,Schkeuditz,04435,An der BAB,9,diesel|e10|e5,3,43.892,25.834,76.861,28.983,2.236,9.67,3.0,5.33,6.0,6.67,1,,,
7180,b610d6be-9989-4f3a-8754-36d5b71c560c,Aral Tankstelle,ARAL,Siegen,57074,Marienborner Straße,173,diesel|e10|e5,3,43.887,50.81,36.481,44.37,2.219,13.33,3.0,8.33,12.0,12.67,1,,,
7181,3ca5c137-362d-423d-b06f-1354f7b9575e,SB Pfarrkirchen Arnstorfer Str. 37,SB,Pfarrkirchen,84347,Arnstorfer Str.,37,diesel|e10|e5,3,43.884,43.339,26.296,62.016,2.226,14.33,2.0,11.0,12.33,12.33,1,,,
7182,c7d42f93-f5e4-4c05-a323-bdf52f351094,TotalEnergies Autohof Wilnsdorf,TotalEnergies Autohof,Wilnsdorf,57234,Autohof Elkersberg,2,diesel|e10|e5,3,43.876,25.834,47.846,57.949,2.236,12.67,3.0,11.67,13.0,13.0,1,,,
7183,95ca50a3-9a69-49fe-a22e-ee2653d2e378,Shell Wenden Koblenzer Str. 22,Shell,Wenden,57482,Koblenzer Str.,22,diesel|e10|e5,3,43.866,25.834,83.123,22.642,2.236,8.67,3.0,4.0,5.0,7.0,1,,,
7184,48206202-07e2-41f6-84f2-ac0b5eb8ae7b,Yadigar Güner,Markant,Moers,47441,Hülsdonker Str.,117,diesel|e10|e5,3,43.857,20.524,31.815,79.23,2.242,13.67,1.0,10.67,12.67,14.0,1,,,
7185,c138d8bc-9483-4ef1-8e5b-718cb6e7cfb0,Aral Tankstelle,ARAL,Herbolzheim,79336,Hauptstraße,108,diesel|e10|e5,3,43.844,50.81,47.846,32.878,2.219,12.67,3.0,7.67,9.0,10.33,1,,,
7186,5603b5cf-e657-44a5-87d8-e0dfd141e313,Aral Tankstelle,ARAL,Alling,82239,Gilchingerstraße,31,diesel|e10|e5,3,43.836,34.537,60.168,36.801,2.229,11.67,3.0,9.0,9.67,10.33,1,,,
7187,f50a465d-0a04-4131-845f-fe2e96d54f4d,team Tankstelle Flensburg Marie-Curie-Ring,team,Flensburg,24941,Marie-Curie-Ring,45,diesel|e10|e5,3,43.829,1.172,49.999,80.316,2.292,12.0,1.0,9.0,13.0,14.0,1,,,
7188,faa4edcf-465a-4120-9dc1-eab64c7cbe92,Q1 Tankstelle,Q1,Lommatzsch,01623,Döbelner Straße,62,diesel|e10|e5,3,43.824,15.971,72.345,43.154,2.242,9.33,1.0,4.0,5.33,6.0,1,,,
7189,073b06fc-e3d8-4955-80a1-f3f0f56fb146,Esso Station,ESSO,Wassermungenau,91183,Hauptstr. 30,,diesel|e10|e5,3,43.822,12.036,31.815,87.614,2.246,13.67,1.0,13.33,16.33,16.33,1,,,
7189,4cdc6610-70a9-409c-a6b4-492c846e9679,Esso Tankstelle,ESSO,UHLDINGEN-MUEHLHOFEN,88690,MEERSBURGER STR. 1,,diesel|e10|e5,3,43.822,12.036,31.815,87.614,2.246,13.67,1.0,14.0,16.33,16.33,1,,,
7189,e85746b6-7a14-4842-8c01-cab7b1fc11e8,Esso Station,ESSO,Pfarrkirchen,84347,Südeinfahrt 4,,diesel|e10|e5,3,43.822,12.036,31.815,87.614,2.246,13.67,1.0,15.0,16.33,16.33,1,,,
7192,6a01213e-4127-4609-8ba0-abef1373160a,Aral Tankstelle,ARAL,Köln,51067,Berg.-Gladbacher Str.,417,diesel|e10|e5,3,43.82,50.81,18.636,62.016,2.219,14.67,2.0,7.67,12.33,13.67,1,,,
7193,9f6c0314-c88d-4184-9a71-06b61208fda3,TotalEnergies Recklinghausen,TotalEnergies,Recklinghausen,45657,Halterner Str.,100,diesel|e10|e5,3,43.816,43.339,57.945,30.166,2.226,12.0,3.0,2.33,5.33,6.67,1,,,
7194,1fb599c9-aaae-43e1-98b1-e91dbe79dc43,TotalEnergies Karlstein,TotalEnergies,Karlstein,63791,Hanauer Landstr.,114,diesel|e10|e5,3,43.814,43.339,29.466,58.638,2.226,14.33,2.0,13.0,13.0,13.0,1,,,
7194,961aed94-a3d0-4cd0-9616-6433987c5e27,TotalEnergies Hanau,TotalEnergies,Hanau,63457,Vosswaldestr.,1,diesel|e10|e5,3,43.814,43.339,29.466,58.638,2.226,14.33,2.0,13.0,13.0,13.0,1,,,
7194,a0223a0e-b745-4152-a710-4917228eb31f,AVIA Tankstelle,AVIA,Twist,49767,Auf dem Bült,4,diesel|e10|e5,3,43.814,8.072,38.976,84.395,2.256,13.0,1.0,12.67,14.33,14.33,1,,,
7194,d9a1dfc1-559e-4bc1-a9a5-a6c6cd36f59b,AVIA Tankstelle,AVIA,Twist,49767,Franziskusstraße,29,diesel|e10|e5,3,43.814,8.072,38.976,84.395,2.256,13.0,1.0,12.67,14.33,14.33,1,,,
7198,98d3aa1d-b1b1-43cc-9582-cd8e369d1418,Fte Emsbüren,Pludra,Ibbenbüren,49477,Oststr.,31,diesel|e10|e5,3,43.809,49.488,17.649,64.291,2.206,15.67,1.0,8.67,11.67,15.0,1,,,
7198,e98fdcf6-bd0f-484b-b294-7ce7ca840e57,Aral Tankstelle,ARAL,Bendorf,56170,Hauptstraße,170,diesel|e10|e5,3,43.809,47.183,32.428,51.816,2.222,13.67,2.0,7.67,9.67,11.33,1,,,
7198,5f1aac8d-926c-42ef-856b-ce3ebbce6b35,Automatentankstelle,Markant (Tankautomat),Niederzier,52382,Römerstraße,17,diesel|e10|e5,3,43.809,34.545,19.188,77.693,2.232,14.67,1.0,7.33,14.0,16.33,1,,,
7201,17d560f4-aa6c-424d-b5c0-8ceae3d09d3f,Elan Goldberg,ELAN,Goldberg,19399,Werderstr.,55,diesel|e10|e5,3,43.807,58.777,39.287,33.358,2.216,13.33,3.0,4.67,7.33,9.67,1,,,
7201,372be08c-dea8-4dbe-9ec8-6dc70f83a9fd,Aral Tankstelle,ARAL,Bergisch Gladbach,51429,Kölner Straße,74,diesel|e10|e5,3,43.807,50.81,13.116,67.496,2.219,15.33,2.0,12.0,14.33,15.0,1,,,
7203,d2afa379-0a73-4ca4-b9ac-411705fa738d,Aral Tankstelle,ARAL,Bellheim,76756,Zeiskamer Straße,63,diesel|e10|e5,3,43.803,50.81,43.793,36.808,2.219,13.0,3.0,2.0,10.0,10.33,1,,,
7204,9d175ac2-bff3-4313-bcd6-68b259e93304,Freie Tankstelle Brühl,Unbekannt,Brühl,50321,Römerstraße,235,diesel|e10|e5,3,43.799,40.068,26.296,65.033,2.226,14.33,2.0,9.33,13.67,14.0,1,,,
7205,4b6ef509-59aa-47a6-8362-684eb69eaddc,AGRAVIS Ost GmbH & Co. KG,Raiffeisen,Berga,06536,Buchenweg,12,diesel|e10|e5,3,43.793,24.154,47.005,60.219,2.242,12.33,1.0,7.33,11.33,12.0,1,,,
7206,f1c5080a-be3b-4f51-8021-a0d14dfe6b56,TotalEnergies Moenchengladbach,TotalEnergies,Moenchengladbach,41239,Dahlener Str.,520,diesel|e10|e5,3,43.79,43.339,20.012,68.02,2.226,15.0,2.0,11.67,14.33,14.33,1,,,
7207,03344243-1c82-4fe4-9191-9d9bc9cc4d14,Shell Magdeburg Werner-von-Siemens-Ring 15,Shell,Magdeburg,39116,Werner-von-Siemens-Ring,15,diesel|e10|e5,3,43.782,25.834,77.749,27.763,2.236,10.0,3.0,3.67,7.33,9.0,1,,,
7208,e17ff71f-5914-4848-8c43-5682ab186bb1,TotalEnergies Hamburg,TotalEnergies,Hamburg,22305,Bramfelder Str.,86A,diesel|e10|e5,3,43.776,43.339,46.989,41.002,2.226,12.67,3.0,5.0,9.67,10.0,1,,,
7209,cde018ac-098f-47ad-bdd0-a6c0512798a6,Aral Tankstelle,ARAL,Göppingen,73033,Stuttgarter Straße,80,diesel|e10|e5,3,43.769,50.81,32.428,48.07,2.219,13.67,3.0,7.33,13.0,13.67,1,,,
7210,8ffc7456-6e92-4fc5-808f-4dec7cdd17cc,Sb Kiel Seestr.2,SB,Kiel,24159,Seestr.,2,diesel|e10|e5,3,43.768,43.339,43.793,44.172,2.226,13.0,2.0,5.67,7.33,11.67,1,,,
7211,4b4cca27-467e-48bd-9751-fa766930f700,Aral Tankstelle,ARAL,Ruppichteroth,53809,Broelstraße,29,diesel|e10|e5,3,43.763,50.81,32.428,48.05,2.219,13.67,3.0,9.33,13.0,13.0,1,,,
7211,8762ca69-1068-4721-ac69-92bece02dd9c,Aral Tankstelle,ARAL,Schwangau,87645,König-Ludwig-Straße,2,diesel|e10|e5,3,43.763,50.81,32.428,48.05,2.219,13.67,3.0,13.0,13.0,13.0,1,,,
7211,a38a9039-9872-4e52-98af-38c90d26cbd1,Aral Tankstelle,ARAL,Bühl,77815,Hauptstraße,129,diesel|e10|e5,3,43.763,50.81,32.428,48.05,2.219,13.67,3.0,8.0,13.0,13.67,1,,,
7211,cc8ce78a-774a-4dcc-ab5c-c9bf5455c124,Aral Tankstelle,ARAL,Ottersweier,77833,Hauptstraße,114,diesel|e10|e5,3,43.763,50.81,32.428,48.05,2.219,13.67,3.0,8.0,13.0,13.67,1,,,
7215,dec5b215-410c-48a8-939a-c0a826ba6c9d,TotalEnergies Kleve,TotalEnergies,Kleve,47533,Emmericher Str.,99,diesel|e10|e5,3,43.754,43.339,25.281,62.643,2.226,14.33,2.0,8.67,12.67,14.33,1,,,
7216,5f19a156-2d66-401f-8038-4c4905f3b4a7,TotalEnergies Duisburg,TotalEnergies,Duisburg,47179,Dr.-Wilh.-Roelen-Str,357A,diesel|e10|e5,3,43.747,43.339,27.922,59.979,2.226,14.0,2.0,6.67,12.0,12.67,1,,,
7217,5e44d2ce-4d22-4abe-97d5-761567b8b277,Esso Tankstelle,ESSO,DOEBELN,04720,LEIPZIGER STR. 82,,diesel|e10|e5,3,43.737,12.036,62.517,56.657,2.246,11.33,1.0,5.67,6.0,6.67,1,,,
7218,02d816ca-6b8a-44c5-81ec-fb564e029c74,Aral Tankstelle,ARAL,Mühlacker,75417,Pforzheimer Straße,55,diesel|e10|e5,3,43.736,50.81,41.102,39.298,2.219,13.0,3.0,7.33,10.67,10.67,1,,,
7218,0a6fef60-b8f1-4039-8ac1-e5f4d1d46247,Aral Tankstelle,ARAL,Ludwigsburg,71636,Schwieberdinger Straße,70,diesel|e10|e5,3,43.736,50.81,41.102,39.298,2.219,13.0,3.0,6.0,10.67,11.0,1,,,
7218,1edfec10-7861-48c8-9445-ae007d638799,Aral Tankstelle,ARAL,Möglingen,71696,Ludwigsburger Straße,20,diesel|e10|e5,3,43.736,50.81,41.102,39.298,2.219,13.0,3.0,6.67,10.67,11.0,1,,,
7218,57332fba-18f9-4d5d-b116-7d0064886eb9,Aral Tankstelle,ARAL,Ludwigsburg,71638,Friedrichstraße,160,diesel|e10|e5,3,43.736,50.81,41.102,39.298,2.219,13.0,3.0,6.0,10.67,11.0,1,,,
7218,71864314-7d77-48b8-9d88-b11ef6cd7c7e,Aral Tankstelle,ARAL,Mühlacker,75417,Stuttgarter Straße,54,diesel|e10|e5,3,43.736,50.81,41.102,39.298,2.219,13.0,3.0,7.33,10.67,10.67,1,,,
7223,80f05a47-a044-4cd0-b176-7a2bd097b26d,AVIA Xpress Station,Avia,Pegnitz-Trockau,91257,Bischof-Heinrich-Str.,23,diesel|e10|e5,3,43.734,38.48,13.78,78.942,2.229,15.67,1.0,13.67,15.67,15.67,1,,,
7224,1ce6fda2-5a32-47eb-bb79-04b94e19e80b,Aral Tankstelle,ARAL,Hermaringen,89568,Friedrichstraße,23,diesel|e10|e5,3,43.73,34.537,67.782,28.871,2.229,11.0,3.0,6.67,7.33,7.33,1,,,
7225,ad55f746-d2cf-477a-9951-8ee89a0a41b8,Q1 Tankstelle,Q1,Crottendorf,09474,Scheibenberger Straße,33 q,diesel|e10|e5,3,43.726,0.921,47.846,82.411,2.299,12.67,1.0,14.0,15.67,16.0,1,,,
7226,2a143208-d03f-44ec-9c41-d377266d8f11,Tankstelle am Marktkauf,Marktkauf,Prenzlau,17291,Seelübber Weg,3,diesel|e10|e5,3,43.723,40.743,42.384,48.044,2.226,13.33,2.0,6.0,8.67,11.33,1,,,
7227,aa44b0c6-ad93-4fe2-bb35-748ef7e9ed62,Shell Kronach Kulmbacher Str. 39,Shell,Kronach,96317,Kulmbacher Str.,39,diesel|e10|e5,3,43.718,25.834,73.685,31.635,2.236,10.33,3.0,7.67,8.67,8.67,1,,,
7228,431170c0-24bf-47f3-85ca-46a2b307eefd,TotalEnergies Chemnitz,TotalEnergies,Chemnitz,09127,Zschopauer Str.,319,diesel|e10|e5,3,43.717,43.339,44.347,43.464,2.226,13.0,3.0,7.67,10.33,10.33,1,,,
7229,cba00de3-9841-49ce-943c-0bcded76ba18,TotalEnergies Berlin,TotalEnergies,Berlin,10115,Chausseestr.,61-62,diesel|e10|e5,3,43.714,43.339,35.179,52.624,2.226,14.0,3.0,9.67,13.33,13.33,1,,,
7230,17aa0ce6-2807-49bf-bf50-633b0b1e9cdb,Shell Rotenburg A. D. Fulda Kasseler Str. 7,Shell,Rotenburg A. D. Fulda,36199,Kasseler Str.,7,diesel|e10|e5,3,43.706,25.834,77.749,27.534,2.236,10.0,3.0,2.33,7.33,8.0,1,,,
7231,9505175e-a47c-41d7-bdad-92ef9257cfa7,Raiffeisen Agilis eG,Raiffeisen,Olfen,59399,Robert-Bosch-Str.,1,diesel|e10|e5,3,43.704,62.264,34.959,33.89,2.21,13.33,2.0,3.47,5.13,8.13,1,,,
7232,1273302b-5410-4236-b8fa-391eaccb6295,Esso Tankstelle,ESSO,ERDING,85435,MUENCHENER STR. 57,,diesel|e10|e5,3,43.702,12.036,32.088,86.982,2.246,13.67,1.0,13.0,16.67,16.67,1,,,
7233,77e197c8-385f-4c8d-6075-770a63ade86b,TS Sulingen,EC Tankstelle Rolfes,Sulingen,27232,Nienburger Str.,58-60,diesel|e10|e5,3,43.699,12.931,43.793,74.373,2.252,13.0,1.0,8.33,12.67,14.33,1,,,
7234,4b803544-57f2-49ae-9e49-670081e6d462,Esso Station,ESSO,Garching,85748,Münchener Str. 49,,diesel|e10|e5,3,43.697,12.036,36.481,82.575,2.246,13.33,1.0,8.67,13.67,15.0,1,,,
7235,ab70be6e-4f95-41ee-80bb-356f6ea532df,TotalEnergies Autohof Rosenhof,TotalEnergies Autohof,Barbing,93098,Fraunhofer Str.,3,diesel|e10|e5,3,43.693,25.834,57.945,47.301,2.236,12.0,3.0,7.67,11.33,12.33,1,,,
7236,5e6d5cc3-d6a6-472b-a2db-4602613afd03,Shell Norderstedt Segeberger Chaussee 69-71,Shell,Norderstedt,22850,Segeberger Chaussee,69-71,diesel|e10|e5,3,43.686,25.834,69.678,35.546,2.236,10.33,3.0,8.0,8.67,9.33,1,,,
7236,bdc672c7-5a83-4ab3-ad61-992e8c84ecfd,Shell Norderstedt Ohechaussee 117,Shell,Norderstedt,22848,Ohechaussee,117,diesel|e10|e5,3,43.686,25.834,69.678,35.546,2.236,10.33,3.0,8.67,8.67,9.33,1,,,
7238,b0f9ffe5-acb1-4435-9ec8-a59ae8625af6,TotalEnergies Reutlingen,TotalEnergies,Reutlingen,72760,Storlachstr.,2,diesel|e10|e5,3,43.684,43.339,28.998,58.715,2.226,14.67,2.0,10.0,13.33,13.33,1,,,
7239,f27f6a6f-3665-4271-a98a-7c919d536f57,TotalEnergies Hagen-Boele,TotalEnergies,Hagen-Boele,58099,Schwerter Str.,161,diesel|e10|e5,3,43.676,43.339,39.287,48.403,2.226,13.33,2.0,6.67,8.67,12.33,1,,,
7240,7c19a3da-9fb3-4240-a8c9-82fbc7241bbc,AVIA XPress,AVIA XPress,Rhauderfehn,26817,Backemoorer Straße,14,diesel|e10|e5,3,43.669,38.164,18.636,74.208,2.226,14.67,1.0,11.33,11.33,11.33,1,,,
7241,005056ba-7cb6-1ed2-bceb-b14c32ab0d45,star Tankstelle,STAR,Mülheim,45472,Humboldtring,3,diesel|e10|e5,3,43.647,66.155,32.428,32.356,2.209,13.67,4.0,3.33,8.0,10.67,1,,,
7242,f2c1a6bf-438e-457a-814d-b84fbe883871,Autohaus Willbrand - Tankstelle,Unbekannt,Steinfurt,48565,Altenberger Str.,2,diesel|e10|e5,3,43.642,30.693,29.592,70.642,2.232,14.0,1.0,7.67,10.67,16.33,1,,,
7243,1da933bd-e98e-4480-82a4-39e551ca8baf,AVIA XPress,AVIA XPress,Mellrichstadt,97638,Weimarer Straße,1,diesel|e10|e5,3,43.636,53.123,65.159,12.625,2.212,10.67,4.0,1.33,6.0,6.0,1,,,
7243,c2d0d7bb-cd19-4d6b-ab71-01dd90f57ada,AVIA XPress,AVIA XPress,Ostheim v. d. Rhoen,97645,Paulinenstraße,1a,diesel|e10|e5,3,43.636,53.123,65.159,12.625,2.212,10.67,4.0,1.33,6.0,6.0,1,,,
7245,00060697-0001-4444-8888-acdc00000001,SVG Tankstelle Neumünster Nord,SVG,Neumünster,24536,Kieler Straße,198,diesel|e10|e5,3,43.63,61.31,22.918,46.662,2.212,15.0,2.0,7.0,8.0,12.0,1,,,
7245,b0b6a79a-4c73-42ea-bb03-d7de77220bff,Aral Tankstelle,ARAL,Blumberg,78176,Nordwerk,10,diesel|e10|e5,3,43.63,50.81,47.005,33.075,2.219,12.33,3.0,4.67,9.0,10.67,1,,,
7247,f561a073-4aae-4d09-9d8d-741b4315c680,Esso Station,ESSO,Ansbach,91522,Feuchtwanger Str. 111,,diesel|e10|e5,3,43.627,12.036,43.029,75.816,2.246,12.67,1.0,8.33,12.0,12.0,1,,,
7248,bd63a345-7ddd-4f2b-a50b-88bb02650428,KHG Tankstelle Mülheim,Unbekannt,Mülheim an der Ruhr,45476,Heidestraße,29,diesel|e10|e5,3,43.626,62.403,36.481,31.994,2.212,13.33,3.0,3.67,8.67,11.67,1,,,
